Pixel_i,Module1,Module2,Node1,Node2,X,Y,Z,Strip
63,14,14,FOG,RIB,-4.15101204744263,-11.026912968941481,78.70958397987587,2
64,14,14,FOG,RIB,-3.8309985258265957,-10.454094510036708,78.71476117456642,2
65,14,14,FOG,RIB,-3.5109850042105615,-9.881276051131934,78.71993836925697,2
66,14,14,FOG,RIB,-3.1909714825945272,-9.30845759222716,78.72511556394751,2
67,14,14,FOG,RIB,-2.870957960978493,-8.735639133322387,78.73029275863806,2
68,14,14,FOG,RIB,-2.5509444393624587,-8.162820674417613,78.7354699533286,2
69,14,14,FOG,RIB,-2.2309309177464245,-7.59000221551284,78.74064714801915,2
70,14,14,FOG,RIB,-1.9109173961303905,-7.017183756608066,78.7458243427097,2
71,14,14,FOG,RIB,-1.5909038745143564,-6.444365297703293,78.75100153740024,2
72,14,14,FOG,RIB,-1.2708903528983224,-5.871546838798519,78.75617873209079,2
73,14,14,FOG,RIB,-0.9508768312822884,-5.2987283798937455,78.76135592678133,2
74,14,14,FOG,RIB,-0.6308633096662544,-4.725909920988972,78.76653312147188,2
75,14,14,FOG,RIB,-0.3108497880502203,-4.153091462084198,78.77171031616243,2
76,14,14,FOG,LAW,-10.62910226990417,-25.050557519489484,77.83311330426612,2
77,14,14,FOG,LAW,-10.063153809057235,-25.099628168255496,77.50470676456469,2
78,14,14,FOG,LAW,-9.4972053482103,-25.148698817021508,77.17630022486325,2
79,14,14,FOG,LAW,-8.931256887363366,-25.19776946578752,76.84789368516182,2
80,14,14,FOG,LAW,-8.365308426516432,-25.24684011455353,76.51948714546039,2
81,14,14,FOG,LAW,-7.799359965669498,-25.295910763319544,76.19108060575896,2
82,14,14,FOG,LAW,-7.2334115048225645,-25.344981412085556,75.86267406605752,2
83,14,14,FOG,LAW,-6.667463043975631,-25.394052060851568,75.53426752635609,2
84,14,14,FOG,LAW,-6.101514583128697,-25.44312270961758,75.20586098665466,2
85,14,14,FOG,LAW,-5.535566122281764,-25.49219335838359,74.87745444695322,2
86,14,14,FOG,LAW,-4.96961766143483,-25.541264007149604,74.54904790725179,2
87,14,14,FOG,LAW,-4.403669200587896,-25.590334655915616,74.22064136755036,2
88,14,14,FOG,LAW,-3.8377207397409627,-25.639405304681627,73.89223482784892,2
89,14,14,FOG,LAW,-3.271772278894029,-25.68847595344764,73.56382828814749,2
90,14,14,FOG,LAW,-2.7058238180470955,-25.73754660221365,73.23542174844606,2
91,14,14,FOG,LAW,-2.139875357200162,-25.786617250979663,72.90701520874462,2
92,14,14,FOG,LAW,-1.5739268963532282,-25.835687899745675,72.57860866904319,2
93,14,14,FOG,LAW,-1.0079784355062946,-25.884758548511687,72.25020212934176,2
94,14,14,FOG,LAW,-0.4420299746593609,-25.9338291972777,71.92179558964033,2
95,14,14,FOG,LAW,0.12391848618757284,-25.98289984604371,71.59338904993889,2
96,14,14,FOG,LAW,0.6898669470345066,-26.031970494809723,71.26498251023746,2
97,14,14,FOG,LAW,1.2558154078814403,-26.081041143575735,70.93657597053603,2
98,14,14,FOG,LAW,1.821763868728374,-26.130111792341747,70.6081694308346,2
99,14,14,FOG,LAW,2.3877123295753075,-26.17918244110776,70.27976289113316,2
100,14,14,FOG,LAW,2.953660790422241,-26.22825308987377,69.95135635143173,2
101,14,14,FOG,LAW,3.519609251269175,-26.277323738639783,69.6229498117303,2
102,14,14,FOG,LAW,4.085557712116109,-26.326394387405795,69.29454327202886,2
103,14,14,FOG,LAW,4.6515061729630425,-26.375465036171807,68.96613673232743,2
104,14,14,FOG,LAW,5.217454633809976,-26.42453568493782,68.637730192626,2
105,14,14,FOG,LAW,5.78340309465691,-26.47360633370383,68.30932365292456,2
106,14,14,FOG,LAW,6.349351555503843,-26.522676982469843,67.98091711322313,2
107,14,14,FOG,LAW,6.915300016350777,-26.571747631235855,67.6525105735217,2
108,14,14,FOG,LAW,7.481248477197711,-26.620818280001867,67.32410403382026,2
109,14,14,FOG,LAW,8.047196938044644,-26.66988892876788,66.99569749411883,2
110,14,14,FOG,LAW,8.613145398891579,-26.71895957753389,66.6672909544174,2
111,14,14,FOG,LAW,9.179093859738513,-26.768030226299903,66.33888441471596,2
112,14,14,FOG,LAW,9.745042320585448,-26.817100875065915,66.01047787501453,2
113,14,14,ERA,LAW,13.612070357898741,13.18292049017027,62.25872236651794,3
114,14,14,ERA,LAW,13.556972704297795,12.531515618131207,62.31522356540294,3
115,14,14,ERA,LAW,13.50187505069685,11.880110746092145,62.37172476428794,3
116,14,14,ERA,LAW,13.446777397095904,11.228705874053082,62.42822596317294,3
117,14,14,ERA,LAW,13.391679743494958,10.57730100201402,62.48472716205794,3
118,14,14,ERA,LAW,13.336582089894012,9.925896129974957,62.541228360942945,3
119,14,14,ERA,LAW,13.281484436293066,9.274491257935894,62.59772955982795,3
120,14,14,ERA,LAW,13.22638678269212,8.623086385896832,62.65423075871295,3
121,14,14,ERA,LAW,13.171289129091175,7.971681513857769,62.71073195759795,3
122,14,14,ERA,LAW,13.11619147549023,7.320276641818706,62.76723315648295,3
123,14,14,ERA,LAW,13.061093821889283,6.668871769779644,62.823734355367954,3
124,14,14,ERA,LAW,13.005996168288338,6.017466897740581,62.880235554252955,3
125,14,14,ERA,LAW,12.950898514687392,5.366062025701519,62.93673675313796,3
126,14,14,ERA,LAW,12.895800861086446,4.714657153662456,62.99323795202296,3
127,14,14,ERA,LAW,12.8407032074855,4.063252281623393,63.04973915090796,3
128,14,14,ERA,LAW,12.785605553884555,3.4118474095843303,63.10624034979296,3
129,14,14,ERA,LAW,12.730507900283609,2.7604425375452672,63.162741548677964,3
130,14,14,ERA,LAW,12.675410246682663,2.109037665506204,63.219242747562966,3
131,14,14,ERA,LAW,12.620312593081717,1.4576327934671411,63.27574394644797,3
132,14,14,ERA,LAW,12.565214939480772,0.8062279214280782,63.33224514533297,3
133,14,14,ERA,LAW,12.510117285879826,0.15482304938901525,63.38874634421797,3
134,14,14,ERA,LAW,12.45501963227888,-0.4965818226500477,63.44524754310297,3
135,14,14,ERA,LAW,12.399921978677934,-1.1479866946891106,63.501748741987974,3
136,14,14,ERA,LAW,12.344824325076988,-1.7993915667281737,63.558249940872976,3
137,14,14,ERA,LAW,12.289726671476043,-2.4507964387672367,63.61475113975798,3
138,14,14,ERA,LAW,12.234629017875097,-3.1022013108063,63.67125233864298,3
139,14,14,ERA,LAW,12.179531364274151,-3.753606182845363,63.72775353752798,3
140,14,14,ERA,LAW,12.124433710673205,-4.405011054884426,63.78425473641298,3
141,14,14,ERA,LAW,12.06933605707226,-5.0564159269234885,63.840755935297985,3
142,14,14,ERA,LAW,12.014238403471314,-5.707820798962551,63.897257134182986,3
143,14,14,ERA,LAW,11.959140749870368,-6.359225671001614,63.95375833306799,3
144,14,14,ERA,LAW,11.904043096269422,-7.010630543040676,64.01025953195298,3
145,14,14,ERA,LAW,11.848945442668477,-7.662035415079739,64.06676073083798,3
146,14,14,ERA,LAW,11.79384778906753,-8.313440287118802,64.12326192972299,3
147,14,14,ERA,LAW,11.738750135466585,-8.964845159157864,64.17976312860799,3
148,14,14,ERA,LAW,11.68365248186564,-9.616250031196927,64.23626432749299,3
149,14,14,ERA,LAW,11.628554828264694,-10.26765490323599,64.29276552637799,3
150,14,14,ERA,LAW,11.573457174663748,-10.919059775275052,64.34926672526299,3
151,14,14,ERA,LAW,11.518359521062802,-11.570464647314115,64.405767924148,3
152,14,14,ERA,LAW,11.463261867461856,-12.221869519353177,64.462269123033,3
153,14,14,ERA,LAW,11.40816421386091,-12.87327439139224,64.518770321918,3
154,14,14,ERA,LAW,11.353066560259965,-13.524679263431302,64.575271520803,3
155,14,14,ERA,LAW,11.297968906659019,-14.176084135470365,64.631772719688,3
156,14,14,ERA,LAW,11.242871253058073,-14.827489007509428,64.688273918573,3
157,14,14,ERA,LAW,11.187773599457127,-15.47889387954849,64.744775117458,3
158,14,14,ERA,LAW,11.132675945856182,-16.130298751587553,64.801276316343,3
159,14,14,ERA,LAW,11.077578292255236,-16.781703623626615,64.85777751522801,3
160,14,14,ERA,LAW,11.02248063865429,-17.433108495665678,64.91427871411301,3
161,14,14,ERA,LAW,10.967382985053344,-18.08451336770474,64.97077991299801,3
162,14,14,ERA,LAW,10.912285331452399,-18.735918239743803,65.02728111188301,3
163,14,14,ERA,LAW,10.857187677851453,-19.387323111782866,65.08378231076802,3
164,14,14,ERA,LAW,10.802090024250507,-20.03872798382193,65.14028350965302,3
165,14,14,ERA,LAW,10.746992370649561,-20.69013285586099,65.19678470853802,3
166,14,14,ERA,LAW,10.691894717048616,-21.341537727900054,65.25328590742302,3
167,14,14,ERA,LAW,10.63679706344767,-21.992942599939116,65.30978710630802,3
168,14,14,ERA,LAW,10.581699409846724,-22.64434747197818,65.36628830519302,3
169,14,14,ERA,LAW,10.526601756245778,-23.29575234401724,65.42278950407803,3
170,14,14,ERA,LAW,10.471504102644833,-23.947157216056304,65.47929070296303,3
171,14,14,ERA,LAW,10.416406449043887,-24.598562088095367,65.53579190184803,3
172,14,14,ERA,LAW,10.361308795442941,-25.24996696013443,65.59229310073303,3
173,14,14,ERA,LAW,10.306211141841995,-25.901371832173492,65.64879429961803,3
174,14,14,ERA,RIB,13.018656474770362,13.735269560903344,63.054215767710474,3
175,14,14,ERA,RIB,12.703972687259695,13.325487212227468,63.45870184264461,3
176,14,14,ERA,RIB,12.389288899749028,12.915704863551593,63.86318791757874,3
177,14,14,ERA,RIB,12.07460511223836,12.505922514875717,64.26767399251288,3
178,14,14,ERA,RIB,11.759921324727694,12.096140166199842,64.67216006744702,3
179,14,14,ERA,RIB,11.445237537217027,11.686357817523966,65.07664614238116,3
180,14,14,ERA,RIB,11.13055374970636,11.27657546884809,65.4811322173153,3
181,14,14,ERA,RIB,10.815869962195693,10.866793120172215,65.88561829224945,3
182,14,14,ERA,RIB,10.501186174685026,10.45701077149634,66.29010436718359,3
183,14,14,ERA,RIB,10.18650238717436,10.047228422820464,66.69459044211773,3
184,14,14,ERA,RIB,9.871818599663692,9.637446074144588,67.09907651705187,3
185,14,14,ERA,RIB,9.557134812153025,9.227663725468712,67.50356259198601,3
186,14,14,ERA,RIB,9.242451024642358,8.817881376792837,67.90804866692015,3
187,14,14,ERA,RIB,8.927767237131691,8.408099028116961,68.3125347418543,3
188,14,14,ERA,RIB,8.613083449621024,7.998316679441085,68.71702081678843,3
189,14,14,ERA,RIB,8.298399662110358,7.588534330765208,69.12150689172258,3
190,14,14,ERA,RIB,7.983715874599691,7.178751982089332,69.52599296665672,3
191,14,14,ERA,RIB,7.669032087089024,6.768969633413455,69.93047904159086,3
192,14,14,ERA,RIB,7.354348299578357,6.359187284737579,70.334965116525,3
193,14,14,ERA,RIB,7.03966451206769,5.949404936061702,70.73945119145914,3
194,14,14,ERA,RIB,6.724980724557023,5.539622587385826,71.14393726639328,3
195,14,14,ERA,RIB,6.410296937046356,5.129840238709949,71.54842334132742,3
196,14,14,ERA,RIB,6.095613149535689,4.720057890034073,71.95290941626156,3
197,14,14,ERA,RIB,5.780929362025022,4.310275541358196,72.3573954911957,3
198,14,14,ERA,RIB,5.466245574514355,3.9004931926823203,72.76188156612984,3
199,14,14,ERA,RIB,5.151561787003688,3.4907108440064443,73.16636764106399,3
200,14,14,ERA,RIB,4.836877999493021,3.0809284953305682,73.57085371599813,3
201,14,14,ERA,RIB,4.522194211982354,2.671146146654692,73.97533979093227,3
202,14,14,ERA,RIB,4.207510424471687,2.261363797978816,74.37982586586641,3
203,14,14,ERA,RIB,3.8928266369610203,1.8515814493029399,74.78431194080055,3
204,14,14,ERA,RIB,3.5781428494503533,1.4417991006270636,75.18879801573469,3
205,14,14,ERA,RIB,3.2634590619396864,1.0320167519511874,75.59328409066883,3
206,14,14,ERA,RIB,2.9487752744290194,0.6222344032753111,75.99777016560297,3
207,14,14,ERA,RIB,2.6340914869183525,0.2124520545994349,76.40225624053711,3
208,14,14,ERA,RIB,2.3194076994076855,-0.19733029407644131,76.80674231547125,3
209,14,14,ERA,RIB,2.0047239118970186,-0.6071126427523175,77.2112283904054,3
210,14,14,ERA,RIB,1.6900401243863516,-1.0168949914281937,77.61571446533954,3
211,14,14,EVE,GIG,31.483485665261053,-40.27352776777167,68.63710712025677,5
212,14,14,EVE,GIG,31.733831287996985,-39.832603758811565,68.22061038350664,5
213,14,14,EVE,GIG,31.984176910732916,-39.39167974985146,67.8041136467565,5
214,14,14,EVE,GIG,32.23452253346885,-38.95075574089136,67.38761691000637,5
215,14,14,EVE,GIG,32.484868156204776,-38.50983173193126,66.97112017325624,5
216,14,14,EVE,GIG,32.735213778940704,-38.068907722971154,66.5546234365061,5
217,14,14,EVE,GIG,32.98555940167663,-37.62798371401105,66.13812669975597,5
218,14,14,EVE,GIG,33.23590502441256,-37.18705970505095,65.72162996300584,5
219,14,14,EVE,GIG,33.48625064714849,-36.746135696090846,65.3051332262557,5
220,14,14,EVE,GIG,33.736596269884416,-36.30521168713074,64.88863648950557,5
221,14,14,EVE,GIG,33.986941892620344,-35.86428767817064,64.47213975275544,5
222,14,14,EVE,GIG,34.23728751535627,-35.42336366921054,64.0556430160053,5
223,14,14,EVE,GIG,34.4876331380922,-34.982439660250435,63.63914627925517,5
224,14,14,EVE,GIG,34.73797876082813,-34.54151565129033,63.22264954250504,5
225,14,14,EVE,GIG,34.988324383564056,-34.10059164233023,62.806152805754905,5
226,14,14,EVE,GIG,35.238670006299984,-33.65966763337013,62.38965606900477,5
227,14,14,EVE,GIG,35.48901562903591,-33.218743624410024,61.97315933225464,5
228,14,14,EVE,GIG,35.73936125177184,-32.77781961544992,61.556662595504505,5
229,14,14,EVE,GIG,35.98970687450777,-32.33689560648982,61.14016585875437,5
230,14,14,EVE,GIG,36.240052497243695,-31.895971597529712,60.72366912200424,5
231,14,14,EVE,GIG,36.49039811997962,-31.455047588569606,60.307172385254106,5
232,14,14,EVE,GIG,36.74074374271555,-31.0141235796095,59.89067564850397,5
233,14,14,EVE,GIG,36.99108936545148,-30.573199570649393,59.47417891175384,5
234,14,14,EVE,GIG,37.24143498818741,-30.132275561689287,59.057682175003706,5
235,14,14,EVE,GIG,37.491780610923335,-29.69135155272918,58.64118543825357,5
236,14,14,EVE,GIG,37.74212623365926,-29.250427543769074,58.22468870150344,5
237,14,14,EVE,GIG,37.99247185639519,-28.809503534808968,57.808191964753306,5
238,14,14,EVE,GIG,38.24281747913112,-28.368579525848862,57.39169522800317,5
239,14,14,EVE,GIG,38.49316310186705,-27.927655516888755,56.97519849125304,5
240,14,14,EVE,GIG,38.743508724602975,-27.48673150792865,56.558701754502906,5
241,14,14,EVE,GIG,38.9938543473389,-27.045807498968543,56.14220501775277,5
242,14,14,EVE,GIG,39.24419997007483,-26.604883490008437,55.72570828100264,5
243,14,14,EVE,GIG,39.49454559281076,-26.16395948104833,55.309211544252506,5
244,14,14,EVE,GIG,39.74489121554669,-25.723035472088224,54.89271480750237,5
245,14,14,EVE,GIG,39.995236838282615,-25.282111463128118,54.47621807075224,5
246,14,14,EVE,GIG,40.24558246101854,-24.84118745416801,54.059721334002106,5
247,14,14,EVE,GIG,40.49592808375447,-24.400263445207905,53.64322459725197,5
248,14,14,EVE,GIG,40.7462737064904,-23.9593394362478,53.22672786050184,5
249,14,14,EVE,GIG,40.99661932922633,-23.518415427287692,52.810231123751706,5
250,14,14,EVE,GIG,41.246964951962255,-23.077491418327586,52.39373438700157,5
251,14,14,EVE,GIG,41.49731057469818,-22.63656740936748,51.97723765025144,5
252,14,14,IRE,LAW,35.346710657121285,-4.168377828030319,68.46256534787874,6
253,14,14,IRE,LAW,34.86134321688318,-4.606774084854415,68.4098053802581,6
254,14,14,IRE,LAW,34.37597577664507,-5.04517034167851,68.35704541263748,6
255,14,14,IRE,LAW,33.89060833640696,-5.483566598502605,68.30428544501684,6
256,14,14,IRE,LAW,33.405240896168856,-5.921962855326701,68.25152547739621,6
257,14,14,IRE,LAW,32.91987345593075,-6.360359112150796,68.19876550977558,6
258,14,14,IRE,LAW,32.43450601569264,-6.798755368974891,68.14600554215495,6
259,14,14,IRE,LAW,31.949138575454533,-7.237151625798987,68.09324557453432,6
260,14,14,IRE,LAW,31.463771135216426,-7.675547882623082,68.04048560691369,6
261,14,14,IRE,LAW,30.97840369497832,-8.113944139447177,67.98772563929306,6
262,14,14,IRE,LAW,30.49303625474021,-8.552340396271273,67.93496567167243,6
263,14,14,IRE,LAW,30.007668814502104,-8.990736653095368,67.8822057040518,6
264,14,14,IRE,LAW,29.522301374263996,-9.429132909919463,67.82944573643117,6
265,14,14,IRE,LAW,29.03693393402589,-9.867529166743559,67.77668576881054,6
266,14,14,IRE,LAW,28.55156649378778,-10.305925423567654,67.7239258011899,6
267,14,14,IRE,LAW,28.066199053549674,-10.74432168039175,67.67116583356928,6
268,14,14,IRE,LAW,27.580831613311567,-11.182717937215845,67.61840586594865,6
269,14,14,IRE,LAW,27.09546417307346,-11.62111419403994,67.56564589832801,6
270,14,14,IRE,LAW,26.610096732835352,-12.059510450864035,67.51288593070738,6
271,14,14,IRE,LAW,26.124729292597245,-12.49790670768813,67.46012596308675,6
272,14,14,IRE,LAW,25.639361852359137,-12.936302964512226,67.40736599546612,6
273,14,14,IRE,LAW,25.15399441212103,-13.374699221336321,67.35460602784549,6
274,14,14,IRE,LAW,24.668626971882922,-13.813095478160417,67.30184606022486,6
275,14,14,IRE,LAW,24.183259531644815,-14.251491734984512,67.24908609260423,6
276,14,14,IRE,LAW,23.697892091406707,-14.689887991808607,67.1963261249836,6
277,14,14,IRE,LAW,23.2125246511686,-15.128284248632703,67.14356615736297,6
278,14,14,IRE,LAW,22.727157210930493,-15.566680505456798,67.09080618974234,6
279,14,14,IRE,LAW,22.241789770692385,-16.005076762280893,67.03804622212171,6
280,14,14,IRE,LAW,21.756422330454278,-16.44347301910499,66.98528625450108,6
281,14,14,IRE,LAW,21.27105489021617,-16.881869275929084,66.93252628688045,6
282,14,14,IRE,LAW,20.785687449978063,-17.32026553275318,66.87976631925982,6
283,14,14,IRE,LAW,20.300320009739956,-17.758661789577275,66.82700635163918,6
284,14,14,IRE,LAW,19.81495256950185,-18.19705804640137,66.77424638401855,6
285,14,14,IRE,LAW,19.32958512926374,-18.635454303225465,66.72148641639792,6
286,14,14,IRE,LAW,18.844217689025633,-19.07385056004956,66.66872644877729,6
287,14,14,IRE,LAW,18.358850248787526,-19.512246816873656,66.61596648115666,6
288,14,14,IRE,LAW,17.87348280854942,-19.95064307369775,66.56320651353603,6
289,14,14,IRE,LAW,17.38811536831131,-20.389039330521847,66.5104465459154,6
290,14,14,IRE,LAW,16.902747928073204,-20.827435587345942,66.45768657829477,6
291,14,14,IRE,LAW,16.417380487835096,-21.265831844170037,66.40492661067414,6
292,14,14,IRE,LAW,15.93201304759699,-21.704228100994133,66.35216664305351,6
293,14,14,IRE,LAW,15.446645607358885,-22.142624357818228,66.29940667543288,6
294,14,14,IRE,LAW,14.96127816712078,-22.581020614642323,66.24664670781225,6
295,14,14,IRE,LAW,14.475910726882674,-23.01941687146642,66.19388674019162,6
296,14,14,IRE,LAW,13.990543286644568,-23.457813128290514,66.14112677257098,6
297,14,14,IRE,LAW,13.505175846406463,-23.89620938511461,66.08836680495035,6
298,14,14,IRE,LAW,13.019808406168357,-24.334605641938705,66.03560683732972,6
299,14,14,IRE,LAW,12.534440965930251,-24.7730018987628,65.98284686970909,6
300,14,14,IRE,LAW,12.049073525692146,-25.211398155586895,65.93008690208846,6
301,14,14,IRE,LAW,11.56370608545404,-25.64979441241099,65.87732693446783,6
302,14,14,EVE,IRE,31.127070816553516,-39.797612140669905,69.55005227641843,6
303,14,14,EVE,IRE,31.22150442699163,-39.148501061573725,69.53291913782049,6
304,14,14,EVE,IRE,31.315938037429742,-38.499389982477545,69.51578599922254,6
305,14,14,EVE,IRE,31.410371647867855,-37.850278903381366,69.4986528606246,6
306,14,14,EVE,IRE,31.504805258305968,-37.201167824285186,69.48151972202666,6
307,14,14,EVE,IRE,31.59923886874408,-36.552056745189006,69.46438658342872,6
308,14,14,EVE,IRE,31.693672479182194,-35.902945666092826,69.44725344483078,6
309,14,14,EVE,IRE,31.788106089620307,-35.253834586996646,69.43012030623284,6
310,14,14,EVE,IRE,31.88253970005842,-34.60472350790047,69.4129871676349,6
311,14,14,EVE,IRE,31.976973310496533,-33.95561242880429,69.39585402903695,6
312,14,14,EVE,IRE,32.07140692093465,-33.30650134970811,69.37872089043901,6
313,14,14,EVE,IRE,32.165840531372766,-32.65739027061193,69.36158775184107,6
314,14,14,EVE,IRE,32.26027414181088,-32.00827919151575,69.34445461324313,6
315,14,14,EVE,IRE,32.354707752249,-31.359168112419567,69.32732147464519,6
316,14,14,EVE,IRE,32.449141362687115,-30.710057033323388,69.31018833604725,6
317,14,14,EVE,IRE,32.54357497312523,-30.060945954227208,69.2930551974493,6
318,14,14,EVE,IRE,32.63800858356335,-29.411834875131028,69.27592205885136,6
319,14,14,EVE,IRE,32.732442194001464,-28.762723796034848,69.25878892025342,6
320,14,14,EVE,IRE,32.82687580443958,-28.11361271693867,69.24165578165548,6
321,14,14,EVE,IRE,32.9213094148777,-27.46450163784249,69.22452264305754,6
322,14,14,EVE,IRE,33.015743025315814,-26.81539055874631,69.2073895044596,6
323,14,14,EVE,IRE,33.11017663575393,-26.16627947965013,69.19025636586166,6
324,14,14,EVE,IRE,33.20461024619205,-25.51716840055395,69.17312322726372,6
325,14,14,EVE,IRE,33.29904385663016,-24.86805732145777,69.15599008866577,6
326,14,14,EVE,IRE,33.39347746706828,-24.21894624236159,69.13885695006783,6
327,14,14,EVE,IRE,33.487911077506396,-23.56983516326541,69.12172381146989,6
328,14,14,EVE,IRE,33.58234468794451,-22.92072408416923,69.10459067287195,6
329,14,14,EVE,IRE,33.67677829838263,-22.27161300507305,69.08745753427401,6
330,14,14,EVE,IRE,33.771211908820746,-21.62250192597687,69.07032439567607,6
331,14,14,EVE,IRE,33.86564551925886,-20.97339084688069,69.05319125707813,6
332,14,14,EVE,IRE,33.96007912969698,-20.32427976778451,69.03605811848018,6
333,14,14,EVE,IRE,34.054512740135095,-19.67516868868833,69.01892497988224,6
334,14,14,EVE,IRE,34.14894635057321,-19.02605760959215,69.0017918412843,6
335,14,14,EVE,IRE,34.24337996101133,-18.37694653049597,68.98465870268636,6
336,14,14,EVE,IRE,34.337813571449445,-17.72783545139979,68.96752556408842,6
