Node_with_Module,Node,Module,X,Y,Z,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
ICE-4,ICE,4,-101.4324874,2.363567983,14.99575363,MAD,ICE-MAD,ICE-MAD-6,MAD-12,0,outer
TAT-9,TAT,9,-57.91414741,-66.76327302,-74.08673237,COP_ONO_SIR,COP-TAT_ONO-TAT_SIR-TAT,COP-TAT-9_ONO-TAT-9_SIR-TAT-9,COP-9_ONO-9_SIR-9,1,inner
ZAP-13,ZAP,13,-18.45769141,-88.78774802,49.77636063,HOT_OLD_PRO,HOT-ZAP_OLD-ZAP_PRO-ZAP,HOT-ZAP-13_OLD-ZAP-13_PRO-ZAP-13,HOT-13_OLD-13_PRO-13,0,inner
HOT-13,HOT,13,4.710215594,-98.76846102,58.92129363,PRO_PIG_ZAP_JAM,HOT-PRO_HOT-PIG_HOT-ZAP_HOT-JAM,HOT-PRO-13_HOT-PIG-13_HOT-ZAP-13_HOT-JAM-13,PRO-13_PIG-13_ZAP-13_JAM-13,0,outer
DUI-2,DUI,2,97.20427659,55.49964198,-20.27930937,HIT_SKY_TUB,DUI-HIT_DUI-SKY_DUI-TUB,DUI-HIT-2_DUI-SKY-2_DUI-TUB-2,HIT-2_SKY-2_TUB-2,0,inner
FOX-2,FOX,2,113.4612856,14.11545098,-39.83334437,BOY_ETA_SKY,BOY-FOX_ETA-FOX_FOX-SKY,BOY-FOX-2_ETA-FOX-2_FOX-SKY-2,BOY-2_ETA-2_SKY-2,0,outer
FRO-1,FRO,1,83.11559959,92.49394598,-76.93202537,WHO_GUN_ASK_OFF,FRO-WHO_FRO-GUN_ASK-FRO_FRO-OFF,FRO-WHO-1_FRO-GUN-1_ASK-FRO-2_FRO-OFF-1,WHO-1_GUN-1_ASK-2_OFF-2,0,outer
ELK-9,ELK,9,-74.04124941,-76.36781602,-38.83893637,AGE_COP_SIR_NOR,AGE-ELK_COP-ELK_ELK-SIR_ELK-NOR,AGE-ELK-9_COP-ELK-9_ELK-SIR-9_ELK-NOR-9,AGE-9_COP-9_SIR-9_NOR-9,0,inner
ACT-6,ACT,6,-51.10642441,-19.28789502,48.41176363,SOY_LAX_ASH,ACT-SOY_ACT-LAX_ACT-ASH,ACT-LAX-12_ACT-ASH-12_ACT-SOY-6_ACT-LAX-6,LAX-12_ASH-12_SOY-6_LAX-6,0,inner
HIP-10,HIP,10,-32.92354741,-153.773805,-17.57409037,FOR_SAD_WOW_NEW,FOR-HIP_HIP-SAD_HIP-WOW_HIP-NEW,FOR-HIP-10_HIP-SAD-10_HIP-WOW-10_HIP-NEW-10,FOR-10_SAD-10_WOW-10_NEW-10,0,outer
WIN-8,WIN,8,97.42435959,-41.22449302,-65.29166837,BAH_BAM_HAY_PAY,BAH-WIN_BAM-WIN_HAY-WIN_PAY-WIN,BAH-WIN-8_BAM-WIN-8_HAY-WIN-8_PAY-WIN-8,BAH-8_BAM-8_HAY-8_PAY-8,0,outer
RAW-1,RAW,1,76.51529459,115.720687,-61.04676337,JOY_LEG_WHO,JOY-RAW_LEG-RAW_RAW-WHO,JOY-RAW-1_LEG-RAW-1_RAW-WHO-1,JOY-1_LEG-1_WHO-1,0,outer
HOW-5,HOW,5,3.807477594,116.592725,4.278644628,GAL_WAR_RUM,GAL-HOW_HOW-WAR_HOW-RUM,GAL-HOW-1_HOW-WAR-1_HOW-WAR-5_HOW-RUM-5,GAL-1_WAR-1_WAR-5_RUM-5,0,inner
JOB-5,JOB,5,3.845794594,74.53298798,59.56868863,NAY_NIL,JOB-NAY_JOB-NIL,JOB-NAY-5_JOB-NIL-5,NAY-5_NIL-5,0,outer
SAY-4,SAY,4,-108.8266474,31.44797198,-6.289134372,DAY_PAW_TAX_ZIG,DAY-SAY_PAW-SAY_SAY-TAX_SAY-ZIG,DAY-SAY-4_PAW-SAY-4_SAY-TAX-4_SAY-ZIG-4,DAY-4_PAW-4_TAX-4_ZIG-4,0,outer
ALA-3,ALA,3,-74.19261141,120.025893,-24.32966137,INK_FLY_MIX,ALA-INK_ALA-FLY_ALA-MIX,ALA-INK-3_ALA-FLY-3_ALA-MIX-3,INK-3_FLY-3_MIX-3,0,outer
EGO-3,EGO,3,-99.14678941,74.90171698,-80.80211637,AIM_MOM,AIM-EGO_EGO-MOM,AIM-EGO-3_EGO-MOM-3,AIM-3_MOM-3,0,outer
MOO-10,MOO,10,31.52915659,-135.876097,28.76128663,DAD_PIG,DAD-MOO_MOO-PIG,DAD-MOO-10_MOO-PIG-10,DAD-10_PIG-10,0,outer
OIL-3,OIL,5,-57.16906441,104.268151,-4.853784372,GUT_INK_RUM_DRY,GUT-OIL_INK-OIL_OIL-RUM_DRY-OIL,GUT-OIL-3_INK-OIL-3_OIL-RUM-3_OIL-RUM-5_DRY-OIL-5,GUT-3_INK-3_RUM-3_RUM-5_DRY-5,0,inner
MAC-11,MAC,7,68.15962259,-3.122933017,49.85057663,FIX_IRE_POP,FIX-MAC_IRE-MAC_MAC-POP,FIX-MAC-11_FIX-MAC-7_IRE-MAC-7_MAC-POP-7,FIX-11_FIX-7_IRE-7_POP-7,0,outer
BED-12,BED,9,-94.74560041,-9.822877017,-9.187424372,DOG_PAW_LAX,BED-DOG_BED-PAW_BED-LAX,BED-LAX-12_BED-DOG-4_BED-PAW-4_BED-DOG-9,LAX-12_DOG-4_PAW-4_DOG-9,0,inner
COY-9,COY,9,-80.74662941,-50.26531802,-1.981156372,CHI_KIT_ART,CHI-COY_COY-KIT_ART-COY,ART-COY-12_CHI-COY-9_COY-KIT-9,ART-12_CHI-9_KIT-9,0,inner
NAY-5,NAY,5,-14.06673741,88.98864298,50.76425863,BOA_FUN_JOB_REF,BOA-NAY_FUN-NAY_JOB-NAY_NAY-REF,BOA-NAY-5_FUN-NAY-5_JOB-NAY-5_NAY-REF-5,BOA-5_FUN-5_JOB-5_REF-5,0,outer
YAK-13,YAK,12,-44.92779141,-95.14453702,49.47698363,FIG_GOO_LAB_PRO,FIG-YAK_GOO-YAK_LAB-YAK_PRO-YAK,GOO-YAK-13_LAB-YAK-13_PRO-YAK-13_FIG-YAK-12_GOO-YAK-12_LAB-YAK-12,GOO-13_LAB-13_PRO-13_FIG-12_GOO-12_LAB-12,0,outer
YAK-12,YAK,12,-47.02312041,-91.34388602,49.32608163,FIG_GOO_LAB_PRO,FIG-YAK_GOO-YAK_LAB-YAK_PRO-YAK,GOO-YAK-13_LAB-YAK-13_PRO-YAK-13_FIG-YAK-12_GOO-YAK-12_LAB-YAK-12,GOO-13_LAB-13_PRO-13_FIG-12_GOO-12_LAB-12,0,outer
FOG-6,FOG,6,-14.02564141,-21.90110802,77.66722063,RIB_SOY_LAW_OLD,FOG-RIB_FOG-SOY_FOG-LAW_FOG-OLD,FOG-RIB-14_FOG-LAW-14_FOG-OLD-14_FOG-RIB-6_FOG-SOY-6,RIB-14_LAW-14_OLD-14_RIB-6_SOY-6,0,outer
HOW-1,HOW,5,6.326552594,118.044822,1.885876628,GAL_WAR_RUM,GAL-HOW_HOW-WAR_HOW-RUM,GAL-HOW-1_HOW-WAR-1_HOW-WAR-5_HOW-RUM-5,GAL-1_WAR-1_WAR-5_RUM-5,0,inner
EON-7,EON,7,62.85992059,51.31187898,48.11208163,AHI_NIL_TOY,AHI-EON_EON-NIL_EON-TOY,AHI-EON-7_EON-NIL-7_EON-TOY-7,AHI-7_NIL-7_TOY-7,0,outer
FAN-6,FAN,6,-53.57925541,51.12708598,53.57610463,MOP_PLY_ZZZ_FUN,FAN-MOP_FAN-PLY_FAN-ZZZ_FAN-FUN,FAN-MOP-6_FAN-PLY-6_FAN-ZZZ-6_FAN-FUN-6,MOP-6_PLY-6_ZZZ-6_FUN-5,0,outer
ZZZ-6,ZZZ,6,-79.23398341,42.81055598,41.84575163,FAN_HAM_NAN_WIZ,FAN-ZZZ_HAM-ZZZ_NAN-ZZZ_WIZ-ZZZ,FAN-ZZZ-6_HAM-ZZZ-6_NAN-ZZZ-6_WIZ-ZZZ-4,FAN-6_HAM-6_NAN-6_WIZ-4,0,outer
DIG-2,DIG,2,99.36351259,82.04294498,-25.19441537,GUN_HIT_TUB_JOY,DIG-GUN_DIG-HIT_DIG-TUB_DIG-JOY,DIG-GUN-2_DIG-HIT-2_DIG-TUB-2_DIG-JOY-2,GUN-2_HIT-2_TUB-2_JOY-1,0,outer
LEG-1,LEG,1,53.69602259,137.684574,-68.68453837,OVA_SPY_RAW_NIX,LEG-OVA_LEG-SPY_LEG-RAW_LEG-NIX,LEG-OVA-1_LEG-SPY-1_LEG-RAW-1_LEG-NIX-1,OVA-1_SPY-1_RAW-1_NIX-1,0,outer
AMP-8,AMP,8,53.95782659,-110.233246,-46.81392637,SEX_YAY_CAB,AMP-SEX_AMP-YAY_AMP-CAB,AMP-SEX-10_AMP-CAB-10_AMP-SEX-8_AMP-YAY-8,SEX-10_CAB-10_SEX-8_YAY-8,1,outer
USE-9,USE,9,-66.40635841,-98.69556402,-51.81747737,COP_ONO_NEW,COP-USE_ONO-USE_NEW-USE,COP-USE-9_ONO-USE-9_NEW-USE-10,COP-9_ONO-9_NEW-10,0,outer
EAR-10,EAR,10,46.59295959,-108.725841,23.04261663,GEL_COW_WAS_ZOO,EAR-GEL_COW-EAR_EAR-WAS_EAR-ZOO,COW-EAR-11_EAR-WAS-11_EAR-ZOO-11_EAR-GEL-10,COW-11_WAS-11_ZOO-11_GEL-10,0,inner
DUH-6,DUH,6,-51.47386841,5.233506983,63.54871163,TRY_MOP_HAM,DUH-TRY_DUH-MOP_DUH-HAM,DUH-TRY-6_DUH-MOP-6_DUH-HAM-6,TRY-6_MOP-6_HAM-6,0,outer
YAY-8,YAY,8,52.54010159,-78.35575402,-52.84782737,AMP_BAM_HAY_SAW_CAB,AMP-YAY_BAM-YAY_HAY-YAY_SAW-YAY_CAB-YAY,AMP-YAY-8_BAM-YAY-8_HAY-YAY-8_SAW-YAY-8_CAB-YAY-10,AMP-8_BAM-8_HAY-8_SAW-8_CAB-10,1,inner
FOG-14,FOG,6,-11.92286041,-24.93838202,78.58385063,RIB_SOY_LAW_OLD,FOG-RIB_FOG-SOY_FOG-LAW_FOG-OLD,FOG-RIB-14_FOG-LAW-14_FOG-OLD-14_FOG-RIB-6_FOG-SOY-6,RIB-14_LAW-14_OLD-14_RIB-6_SOY-6,0,outer
KEY-12,KEY,9,-69.18783341,-117.131377,11.78622063,WOW_WIG_GOO_SAD,KEY-WOW_KEY-WIG_GOO-KEY_KEY-SAD,GOO-KEY-12_KEY-WOW-9_KEY-WIG-9_KEY-SAD-9,GOO-12_WOW-9_WIG-9_SAD-10,0,outer
WAX-3,WAX,3,-61.03240041,113.301845,-94.98505137,AIM_HEX_LID_SIP,AIM-WAX_HEX-WAX_LID-WAX_SIP-WAX,AIM-WAX-3_HEX-WAX-3_LID-WAX-3_SIP-WAX-3,AIM-3_HEX-3_LID-3_SIP-3,1,inner
ERA-14,ERA,6,13.73802359,14.67203198,62.12956063,JUG_PLY,ERA-JUG_ERA-PLY,ERA-JUG-6_ERA-PLY-6,JUG-6_PLY-6,0,inner
MAC-7,MAC,7,68.15962259,1.329739983,49.85057663,FIX_IRE_POP,FIX-MAC_IRE-MAC_MAC-POP,FIX-MAC-11_FIX-MAC-7_IRE-MAC-7_MAC-POP-7,FIX-11_FIX-7_IRE-7_POP-7,0,outer
NOR-12,NOR,9,-75.85383241,-91.25010502,5.971789628,ELK_WIG_FIG,ELK-NOR_NOR-WIG_FIG-NOR,FIG-NOR-12_ELK-NOR-9_NOR-WIG-9,FIG-12_ELK-9_WIG-9,0,inner
NIX-1,NIX,1,19.61778759,146.65104,-71.21173037,LEG_OVA_WHO_PIE,LEG-NIX_NIX-OVA_NIX-WHO_NIX-PIE,LEG-NIX-1_NIX-OVA-1_NIX-WHO-1_NIX-PIE-1,LEG-1_OVA-1_WHO-1_PIE-1,1,inner
RIB-6,RIB,6,-1.325779406,0.831416983,77.87267963,FOG_JUG_IRE,FOG-RIB_JUG-RIB_IRE-RIB,FOG-RIB-14_IRE-RIB-14_FOG-RIB-6_JUG-RIB-6,FOG-14_IRE-14_FOG-6_JUG-6,0,outer
BIO-1,BIO,1,66.46786359,118.555503,-9.524659372,ELF_JOY_RAD,BIO-ELF_BIO-JOY_BIO-RAD,BIO-ELF-1_BIO-JOY-1_BIO-RAD-1,ELF-1_JOY-1_RAD-1,0,outer
HUG-4,HUG,4,-93.46122141,17.77017398,-89.94626137,BOX_FLU_SIR_LID,BOX-HUG_FLU-HUG_HUG-SIR_HUG-LID,BOX-HUG-4_FLU-HUG-4_HUG-SIR-4_HUG-LID-4,BOX-4_FLU-4_SIR-9_LID-3,1,inner
LAB-13,LAB,12,-37.12603241,-72.32935502,62.35637563,LAM_YAK,LAB-LAM_LAB-YAK,LAB-YAK-13_LAB-LAM-12_LAB-YAK-12,YAK-13_LAM-12_YAK-12,0,outer
LAB-12,LAB,12,-39.22136141,-68.52870402,62.20547263,LAM_YAK,LAB-LAM_LAB-YAK,LAB-YAK-13_LAB-LAM-12_LAB-YAK-12,YAK-13_LAM-12_YAK-12,0,outer
EYE-7,EYE,7,97.34155959,14.98342398,16.20123563,SUN_FIX_POP_GAS,EYE-SUN_EYE-FIX_EYE-POP_EYE-GAS,EYE-SUN-7_EYE-FIX-7_EYE-POP-7_EYE-GAS-7,SUN-7_FIX-7_POP-7_GAS-11,0,outer
OLD-13,OLD,14,1.174937594,-65.18592102,70.88896363,TAU_ZAP_EVE_FOG,OLD-TAU_OLD-ZAP_EVE-OLD_FOG-OLD,OLD-TAU-13_OLD-ZAP-13_OLD-TAU-14_EVE-OLD-14_FOG-OLD-14,TAU-13_ZAP-13_TAU-14_EVE-14_FOG-14,0,outer
GET-10,GET,10,-11.22186041,-141.007733,-35.38363137,CAB_COP_OAK_NEW,CAB-GET_COP-GET_GET-OAK_GET-NEW,CAB-GET-10_COP-GET-10_GET-OAK-10_GET-NEW-10,CAB-10_COP-10_OAK-10_NEW-10,1,inner
OAK-10,OAK,10,18.45301759,-148.691116,-31.06690737,CAB_FOR_GET,CAB-OAK_FOR-OAK_GET-OAK,CAB-OAK-10_FOR-OAK-10_GET-OAK-10,CAB-10_FOR-10_GET-10,1,outer
FAX-11,FAX,11,52.93065359,-53.90876502,53.84225463,COW_ZOO_LIE_EVE,COW-FAX_FAX-ZOO_FAX-LIE_EVE-FAX,COW-FAX-11_FAX-ZOO-11_FAX-LIE-11_EVE-FAX-14,COW-11_ZOO-11_LIE-11_EVE-14,0,outer
MIX-3,MIX,3,-82.31358541,116.370628,-59.92703137,AGO_ALA_HEX_OAR,AGO-MIX_ALA-MIX_HEX-MIX_MIX-OAR,AGO-MIX-3_ALA-MIX-3_HEX-MIX-3_MIX-OAR-3,AGO-3_ALA-3_HEX-3_OAR-3,0,outer
SEX-10,SEX,8,60.83833759,-123.218531,-17.84211037,AMP_PHI_SAW,AMP-SEX_PHI-SEX_SAW-SEX,AMP-SEX-10_AMP-SEX-8_PHI-SEX-8_SAW-SEX-8,AMP-10_AMP-8_PHI-8_SAW-8,0,inner
ETA-8,ETA,2,99.52760759,-14.70496602,-50.85733837,CIS_FOX,CIS-ETA_ETA-FOX,CIS-ETA-2_ETA-FOX-2,CIS-2_FOX-2,0,inner
ACT-12,ACT,6,-49.11285441,-22.85043002,48.08552363,SOY_LAX_ASH,ACT-SOY_ACT-LAX_ACT-ASH,ACT-LAX-12_ACT-ASH-12_ACT-SOY-6_ACT-LAX-6,LAX-12_ASH-12_SOY-6_LAX-6,0,inner
BRO-7,BRO,7,82.03459059,72.08309498,23.31367063,WET_HIT_NOM_ARM,BRO-WET_BRO-HIT_BRO-NOM_ARM-BRO,BRO-WET-7_BRO-HIT-7_BRO-NOM-7_ARM-BRO-1,WET-7_HIT-7_NOM-7_ARM-1,0,outer
ROB-10,ROB,10,41.82992959,-142.516761,-24.93582837,CAB_GEL,CAB-ROB_GEL-ROB,CAB-ROB-10_GEL-ROB-10,CAB-10_GEL-10,0,outer
RIB-14,RIB,6,0.777001594,-2.205857017,78.78930963,FOG_JUG_IRE,FOG-RIB_JUG-RIB_IRE-RIB,FOG-RIB-14_IRE-RIB-14_FOG-RIB-6_JUG-RIB-6,FOG-14_IRE-14_FOG-6_JUG-6,0,outer
COW-11,COW,11,60.75696259,-56.31003402,27.76317763,AIR_EAR_ZOO_FAX,AIR-COW_COW-EAR_COW-ZOO_COW-FAX,AIR-COW-11_COW-EAR-11_COW-ZOO-11_COW-FAX-11,AIR-11_EAR-11_ZOO-11_FAX-11,0,inner
NAN-6,NAN,6,-56.65210441,24.70875698,41.61903863,GIN_LAX_VOW_ZZZ,GIN-NAN_LAX-NAN_NAN-VOW_NAN-ZZZ,GIN-NAN-6_LAX-NAN-6_NAN-VOW-6_NAN-ZZZ-6,GIN-6_LAX-6_VOW-6_ZZZ-6,0,inner
ELF-1,ELF,1,42.59283659,109.975758,-1.147938372,ARM_BIO_SPY,ARM-ELF_BIO-ELF_ELF-SPY,ARM-ELF-1_BIO-ELF-1_ELF-SPY-1,ARM-1_BIO-1_SPY-1,0,inner
HEX-3,HEX,3,-57.82588741,138.550331,-73.40293337,SIP_MAY_WAX_MIX,HEX-SIP_HEX-MAY_HEX-WAX_HEX-MIX,HEX-SIP-3_HEX-MAY-3_HEX-WAX-3_HEX-MIX-3,SIP-3_MAY-3_WAX-3_MIX-3,0,outer
KEG-8,KEG,8,85.82889359,-60.24863902,7.293060628,WHY_TAR_LUG_WAS,KEG-WHY_KEG-TAR_KEG-LUG_KEG-WAS,KEG-TAR-11_KEG-LUG-11_KEG-WAS-11_KEG-WHY-8_KEG-TAR-8_KEG-LUG-8,TAR-11_LUG-11_WAS-11_WHY-8_TAR-8_LUG-8,0,outer
DAY-4,DAY,4,-94.73552341,29.94447198,-26.25327037,SAY_ZIG_GIN,DAY-SAY_DAY-ZIG_DAY-GIN,DAY-SAY-4_DAY-ZIG-4_DAY-GIN-4,SAY-4_ZIG-4_GIN-4,0,inner
CAB-10,CAB,10,25.94835359,-122.829441,-37.65312837,AMP_ROB_OAK_GET_YAY,AMP-CAB_CAB-ROB_CAB-OAK_CAB-GET_CAB-YAY,AMP-CAB-10_CAB-ROB-10_CAB-OAK-10_CAB-GET-10_CAB-YAY-10,AMP-10_ROB-10_OAK-10_GET-10_YAY-8,1,inner
RUM-3,RUM,5,-21.85544841,135.503937,-29.20266437,MAY_OIL_SIP_HOW_PIE,MAY-RUM_OIL-RUM_RUM-SIP_HOW-RUM_PIE-RUM,MAY-RUM-3_OIL-RUM-3_RUM-SIP-3_OIL-RUM-5_HOW-RUM-5_PIE-RUM-1,MAY-3_OIL-3_SIP-3_OIL-5_HOW-5_PIE-1,1,inner
FIG-12,FIG,12,-68.95094441,-94.26845802,33.62420063,ART_GOO_NOR_YAK,ART-FIG_FIG-GOO_FIG-NOR_FIG-YAK,ART-FIG-12_FIG-GOO-12_FIG-NOR-12_FIG-YAK-12,ART-12_GOO-12_NOR-12_YAK-12,0,outer
GAL-1,GAL,1,24.98754559,133.745892,-1.576939372,PIE_HOW_WAR_RAD,GAL-PIE_GAL-HOW_GAL-WAR_GAL-RAD,GAL-PIE-1_GAL-HOW-1_GAL-WAR-1_GAL-RAD-1,PIE-1_HOW-1_WAR-1_RAD-1,0,outer
GOO-13,GOO,12,-41.85655141,-112.918897,27.08052363,ALL_FIG_YAK_KEY,ALL-GOO_FIG-GOO_GOO-YAK_GOO-KEY,ALL-GOO-10_GOO-YAK-13_FIG-GOO-12_GOO-YAK-12_GOO-KEY-12,ALL-10_YAK-13_FIG-12_YAK-12_KEY-12,0,inner
GOO-12,GOO,12,-43.95188141,-109.118245,26.92962063,ALL_FIG_YAK_KEY,ALL-GOO_FIG-GOO_GOO-YAK_GOO-KEY,ALL-GOO-10_GOO-YAK-13_FIG-GOO-12_GOO-YAK-12_GOO-KEY-12,ALL-10_YAK-13_FIG-12_YAK-12_KEY-12,0,inner
GOO-10,GOO,12,-41.43612741,-116.655241,25.71561463,ALL_FIG_YAK_KEY,ALL-GOO_FIG-GOO_GOO-YAK_GOO-KEY,ALL-GOO-10_GOO-YAK-13_FIG-GOO-12_GOO-YAK-12_GOO-KEY-12,ALL-10_YAK-13_FIG-12_YAK-12_KEY-12,0,inner
ZOO-11,ZOO,11,53.59552959,-79.92789602,45.84201263,COW_EAR_FAX_WAS,COW-ZOO_EAR-ZOO_FAX-ZOO_WAS-ZOO,COW-ZOO-11_EAR-ZOO-11_FAX-ZOO-11_WAS-ZOO-11,COW-11_EAR-11_FAX-11_WAS-11,0,outer
AIM-3,AIM,3,-85.39764441,95.01491398,-91.98091537,LID_EGO_WAX,AIM-LID_AIM-EGO_AIM-WAX,AIM-LID-3_AIM-EGO-3_AIM-WAX-3,LID-3_EGO-3_WAX-3,1,outer
CIS-2,CIS,2,85.32510359,11.66894898,-82.83059537,BOY_ETA_OFF_BAM,BOY-CIS_CIS-ETA_CIS-OFF_BAM-CIS,BOY-CIS-2_CIS-ETA-2_CIS-OFF-2_BAM-CIS-8,BOY-2_ETA-2_OFF-2_BAM-8,1,inner
MOP-6,MOP,6,-41.14815841,32.03279498,63.86493863,DUH_FAN_JUG_PLY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-PLY,DUH-MOP-6_FAN-MOP-6_JUG-MOP-6_MOP-PLY-6,DUH-6_FAN-6_JUG-6_PLY-6,0,outer
EAR-11,EAR,10,47.71669559,-101.306211,24.42671963,GEL_COW_WAS_ZOO,EAR-GEL_COW-EAR_EAR-WAS_EAR-ZOO,COW-EAR-11_EAR-WAS-11_EAR-ZOO-11_EAR-GEL-10,COW-11_WAS-11_ZOO-11_GEL-10,0,inner
IRE-14,IRE,7,36.45626059,-3.166204017,68.58317463,AHI_MAC_RIB,AHI-IRE_IRE-MAC_IRE-RIB,IRE-RIB-14_AHI-IRE-7_IRE-MAC-7,RIB-14_AHI-7_MAC-7,0,outer
