Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer,Left_Right_Mid
JAR,80.67491469,-55.27258021,-40.14162264,DEPRECATED,BAM_WIN_YAY_WHY_SAW_ETA,BAM-JAR_JAR-WIN_JAR-YAY_JAR-WHY_JAR-SAW_ETA-JAR,DEPRECATED,DEPRECATED,0,inner,right
GIG,45.44991469,-23.53178021,53.55597736,DEPRECATED,IRE_AIR_FAX_EVE,GIG-IRE_AIR-GIG_FAX-GIG_EVE-GIG,DEPRECATED,DEPRECATED,0,inner,right
HAY,75.18491469,-68.06738021,-60.99695264,DEPRECATED,BAM_WIN_YAY_SAW,BAM-HAY_HAY-WIN_HAY-YAY_HAY-SAW,DEPRECATED,DEPRECATED,1,outer,right
JAM,29.58691469,-102.4980802,52.18057736,DEPRECATED,ZOO_HOT_PIG_MOO,JAM-ZOO_HOT-JAM_JAM-PIG_JAM-MOO,DEPRECATED,DEPRECATED,0,outer,right
FIG,-66.68308531,-94.63708021,36.45687736,DEPRECATED,ART_BUG_KEY_GOO_NOR_YAK,ART-FIG_BUG-FIG_FIG-KEY_FIG-GOO_FIG-NOR_FIG-YAK,DEPRECATED,DEPRECATED,0,outer,left
LID,-71.91598531,57.03345979,-91.59482264,DEPRECATED,AIM_EGO_GYM_MOM_WAX_BOX_HUG,AIM-LID_EGO-LID_GYM-LID_LID-MOM_LID-WAX_BOX-LID_HUG-LID,DEPRECATED,DEPRECATED,1,inner,left
WET,53.48991469,66.64073979,32.80697736,DEPRECATED,DUB_BRO_TOY_ACE,DUB-WET_BRO-WET_TOY-WET_ACE-WET,DEPRECATED,DEPRECATED,0,inner,right
GIN,-85.52768531,26.57760979,20.66678736,DEPRECATED,WIZ_ICE_ZZZ_SAY,GIN-WIZ_GIN-ICE_GIN-ZZZ_GIN-SAY,DEPRECATED,DEPRECATED,0,inner,left
LAM,-46.87548531,-47.55288021,65.35907736,DEPRECATED,ACT_ASH_LAB_TRY,ACT-LAM_ASH-LAM_LAB-LAM_LAM-TRY,DEPRECATED,DEPRECATED,0,outer,left
PHI,70.71091469,-102.8541802,8.053687356,DEPRECATED,TAR_EAR_WAS_SAW_GEL_SEX,PHI-TAR_EAR-PHI_PHI-WAS_PHI-SAW_GEL-PHI_PHI-SEX,DEPRECATED,DEPRECATED,0,outer,right
OIL,-54.62288531,95.41231979,2.523727356,DEPRECATED,ALA_INK_RUM_DRY,ALA-OIL_INK-OIL_OIL-RUM_DRY-OIL,DEPRECATED,DEPRECATED,0,inner,left
NIL,23.62591469,49.65308979,55.14827736,DEPRECATED,JUG_TOY_EON_AHI,JUG-NIL_NIL-TOY_EON-NIL_AHI-NIL,DEPRECATED,DEPRECATED,0,inner,right
ELF,42.03791469,100.9080198,6.134797356,DEPRECATED,BIO_DUB_PIE_GAL_WAR_RAD,BIO-ELF_DUB-ELF_ELF-PIE_ELF-GAL_ELF-WAR_ELF-RAD,DEPRECATED,DEPRECATED,0,inner,right
AHI,35.92691469,28.30206979,67.00847736,DEPRECATED,IRE_EON_JUG_NIL,AHI-IRE_AHI-EON_AHI-JUG_AHI-NIL,DEPRECATED,DEPRECATED,0,outer,right
LAB,-37.47038531,-69.66668021,65.73047736,DEPRECATED,YAK_TAU_ZAP_OLD_BUG_LAM,LAB-YAK_LAB-TAU_LAB-ZAP_LAB-OLD_BUG-LAB_LAB-LAM,DEPRECATED,DEPRECATED,0,outer,left
KIT,-90.93338531,-69.64768021,-13.01105264,DEPRECATED,AGE_CHI_COY_ELK_NOR_WIG_ONO_ART,AGE-KIT_CHI-KIT_COY-KIT_ELK-KIT_KIT-NOR_KIT-WIG_KIT-ONO_ART-KIT,DEPRECATED,DEPRECATED,0,outer,left
MAY,-38.12798531,137.5014198,-38.92368264,DEPRECATED,HEX_INK_RUM_SIP,HEX-MAY_INK-MAY_MAY-RUM_MAY-SIP,DEPRECATED,DEPRECATED,0,outer,left
MAC,66.58791469,-4.202273215,51.82737736,DEPRECATED,AIR_IRE_POP_YES,AIR-MAC_IRE-MAC_MAC-POP_MAC-YES,DEPRECATED,DEPRECATED,0,outer,right
OVA,36.94091469,139.4845198,-38.20640264,DEPRECATED,LEG_NIX_PIE_RAD_SPY,LEG-OVA_NIX-OVA_OVA-PIE_OVA-RAD_OVA-SPY,DEPRECATED,DEPRECATED,0,outer,right
LAX,-74.61178531,-18.08536021,30.75307736,DEPRECATED,ASH_MAD_ICE_HAM,ASH-LAX_LAX-MAD_ICE-LAX_HAM-LAX,DEPRECATED,DEPRECATED,0,inner,left
MAD,-94.92168531,-30.39728021,17.08255736,DEPRECATED,ART_COY_LAX_CHI_ICE_BED,ART-MAD_COY-MAD_LAX-MAD_CHI-MAD_ICE-MAD_BED-MAD,DEPRECATED,DEPRECATED,0,outer,left
WIN,94.15991469,-42.91568021,-59.32118264,DEPRECATED,BAH_BAM_HAY_JAR_PAY_ETA,BAH-WIN_BAM-WIN_HAY-WIN_JAR-WIN_PAY-WIN_ETA-WIN,DEPRECATED,DEPRECATED,0,outer,right
YES,51.32191469,19.80852979,44.33137736,DEPRECATED,EON_IRE_POP_MAC,EON-YES_IRE-YES_POP-YES_MAC-YES,DEPRECATED,DEPRECATED,0,inner,right
LAW,12.92391469,-28.95138021,67.68987736,DEPRECATED,RIB_FOG_EVE_IRE,LAW-RIB_FOG-LAW_EVE-LAW_IRE-LAW,DEPRECATED,DEPRECATED,0,inner,right
ZAP,-19.94078531,-85.42058021,53.95747736,DEPRECATED,LAB_OLD_PRO_GOO,LAB-ZAP_OLD-ZAP_PRO-ZAP_GOO-ZAP,DEPRECATED,DEPRECATED,0,inner,left
FLY,-80.93358531,87.71725979,5.316157356,DEPRECATED,ALA_OAR_TAX_DRY_WIZ_VOW,ALA-FLY_FLY-OAR_FLY-TAX_DRY-FLY_FLY-WIZ_FLY-VOW,DEPRECATED,DEPRECATED,0,outer,left
RUM,-18.97518531,126.5552198,-21.69788264,DEPRECATED,GUT_INK_MAY_SIP_OIL_PIE_SHY_HOW,GUT-RUM_INK-RUM_MAY-RUM_RUM-SIP_OIL-RUM_PIE-RUM_RUM-SHY_HOW-RUM,DEPRECATED,DEPRECATED,1,inner,left
LUG,86.15891469,-36.61328021,-2.943552644,DEPRECATED,ODD_TUX_WHY_ETA,LUG-ODD_LUG-TUX_LUG-WHY_ETA-LUG,DEPRECATED,DEPRECATED,0,inner,right
FLU,-102.6167853,-11.68779021,-73.81925264,DEPRECATED,BAR_HUG_VAN_SIR,BAR-FLU_FLU-HUG_FLU-VAN_FLU-SIR,DEPRECATED,DEPRECATED,1,outer,left
EVE,33.60991469,-43.37418021,71.54727736,DEPRECATED,LAW_IRE_LIE_OLD_FAX_GIG,EVE-LAW_EVE-IRE_EVE-LIE_EVE-OLD_EVE-FAX_EVE-GIG,DEPRECATED,DEPRECATED,0,outer,right
BED,-93.15698531,-11.31605021,-4.540852644,DEPRECATED,ICE_PAW_CHI_MAD,BED-ICE_BED-PAW_BED-CHI_BED-MAD,DEPRECATED,DEPRECATED,0,inner,left
GUT,-55.16688531,116.1870198,-42.02805264,DEPRECATED,INK_HEX_WAX_MIX_RUM_SIP,GUT-INK_GUT-HEX_GUT-WAX_GUT-MIX_GUT-RUM_GUT-SIP,DEPRECATED,DEPRECATED,0,inner,left
FUN,-40.59428531,73.88971979,51.64937736,DEPRECATED,DRY_NAY_PLY_FAN,DRY-FUN_FUN-NAY_FUN-PLY_FAN-FUN,DEPRECATED,DEPRECATED,0,outer,left
HUG,-89.11618531,12.85181979,-83.33752264,DEPRECATED,BOX_CUP_FLU_GYM_VAN_SIR_LID,BOX-HUG_CUP-HUG_FLU-HUG_GYM-HUG_HUG-VAN_HUG-SIR_HUG-LID,DEPRECATED,DEPRECATED,1,inner,left
SIR,-82.40258531,-38.02238021,-75.01906264,DEPRECATED,AGE_BAR_ELK_ONO_TAT_CUP_FLU_HUG,AGE-SIR_BAR-SIR_ELK-SIR_ONO-SIR_SIR-TAT_CUP-SIR_FLU-SIR_HUG-SIR,DEPRECATED,DEPRECATED,1,inner,left
JUG,-0.970085311,33.11274979,74.11927736,DEPRECATED,JOB_NIL_ERA_RIB_SOY_MOP_AHI_PLY,JOB-JUG_JUG-NIL_ERA-JUG_JUG-RIB_JUG-SOY_JUG-MOP_AHI-JUG_JUG-PLY,DEPRECATED,DEPRECATED,0,outer,mid
GET,-12.52008531,-135.3728802,-31.72499264,DEPRECATED,CAB_COP_DAD_FOR_OAK_HIP_RUG_NEW,CAB-GET_COP-GET_DAD-GET_FOR-GET_GET-OAK_GET-HIP_GET-RUG_GET-NEW,DEPRECATED,DEPRECATED,1,inner,left
ROB,40.37691469,-136.2068802,-20.53644264,DEPRECATED,AMP_CAB_DAD_GEL_OAK_SEX,AMP-ROB_CAB-ROB_DAD-ROB_GEL-ROB_OAK-ROB_ROB-SEX,DEPRECATED,DEPRECATED,0,outer,right
NIX,19.00191469,137.3543198,-64.84222564,DEPRECATED,LEG_SPY_OVA_WHO_PIE,LEG-NIX_NIX-SPY_NIX-OVA_NIX-WHO_NIX-PIE,DEPRECATED,DEPRECATED,1,inner,right
AMP,50.61791469,-112.2998802,-40.87118264,DEPRECATED,ROB_CAB_YAY_SAW,AMP-ROB_AMP-CAB_AMP-YAY_AMP-SAW,DEPRECATED,DEPRECATED,1,outer,right
BUG,-56.02888531,-64.87048021,41.49267736,DEPRECATED,ASH_LAB_FIG_ACT,ASH-BUG_BUG-LAB_BUG-FIG_ACT-BUG,DEPRECATED,DEPRECATED,0,inner,left
GEL,51.99691469,-129.2448802,11.94735736,DEPRECATED,SEX_ROB_MOO_PHI,GEL-SEX_GEL-ROB_GEL-MOO_GEL-PHI,DEPRECATED,DEPRECATED,0,outer,right
FOR,-3.312085311,-153.0888802,-7.293152644,DEPRECATED,DAD_EGG_OAK_GET_RUG_HIP,DAD-FOR_EGG-FOR_FOR-OAK_FOR-GET_FOR-RUG_FOR-HIP,DEPRECATED,DEPRECATED,0,outer,mid
TAU,-19.07338531,-48.42398021,64.42357736,DEPRECATED,OLD_LAB_TRY_FOG,OLD-TAU_LAB-TAU_TAU-TRY_FOG-TAU,DEPRECATED,DEPRECATED,0,inner,left
SHY,-27.20728531,119.2605198,12.98205736,DEPRECATED,BOA_DRY_INK_RUM_HOW,BOA-SHY_DRY-SHY_INK-SHY_RUM-SHY_HOW-SHY,DEPRECATED,DEPRECATED,0,outer,left
WOW,-57.83488531,-126.2468802,-12.31965264,DEPRECATED,COP_NEW_SAD_WIG,COP-WOW_NEW-WOW_SAD-WOW_WIG-WOW,DEPRECATED,DEPRECATED,0,inner,left
FOX,110.1719147,6.915579785,-32.42415264,DEPRECATED,BOY_ETA_SKY_IVY_TUX_TAG,BOY-FOX_ETA-FOX_FOX-SKY_FOX-IVY_FOX-TUX_FOX-TAG,DEPRECATED,DEPRECATED,0,outer,right
ZOO,51.68991469,-79.12338021,48.45917736,DEPRECATED,EAR_FAX_JAM_LIE_WAS_COW,EAR-ZOO_FAX-ZOO_JAM-ZOO_LIE-ZOO_WAS-ZOO_COW-ZOO,DEPRECATED,DEPRECATED,0,outer,right
TRY,-34.70618531,-24.54718021,74.86097736,DEPRECATED,DUH_FOG_TAU_LAM,DUH-TRY_FOG-TRY_TAU-TRY_LAM-TRY,DEPRECATED,DEPRECATED,0,outer,left
FOG,-9.866085311,-26.36488021,80.75277736,DEPRECATED,OLD_RIB_LAW_TRY_SOY_TAU,FOG-OLD_FOG-RIB_FOG-LAW_FOG-TRY_FOG-SOY_FOG-TAU,DEPRECATED,DEPRECATED,0,outer,left
NOM,74.03091469,80.67599979,-2.283252644,DEPRECATED,ARM_JOY_HIT_BIO_BRO_DIG,ARM-NOM_JOY-NOM_HIT-NOM_BIO-NOM_BRO-NOM_DIG-NOM,DEPRECATED,DEPRECATED,0,inner,right
MOP,-36.73838531,27.13598979,66.94657736,DEPRECATED,DUH_FAN_JUG_PLY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-PLY,DEPRECATED,DEPRECATED,0,outer,left
WIZ,-90.41578531,56.02658979,22.99079736,DEPRECATED,GIN_SAY_TAX_FLY_VOW_ZZZ,GIN-WIZ_SAY-WIZ_TAX-WIZ_FLY-WIZ_VOW-WIZ_WIZ-ZZZ,DEPRECATED,DEPRECATED,0,outer,left
VOW,-62.19488531,63.02920979,32.61737736,DEPRECATED,DRY_FAN_WIZ_FLY,DRY-VOW_FAN-VOW_VOW-WIZ_FLY-VOW,DEPRECATED,DEPRECATED,0,inner,left
MOO,30.08891469,-128.6338802,33.03307736,DEPRECATED,DAD_EAR_EGG_GEL_JAM_PIG,DAD-MOO_EAR-MOO_EGG-MOO_GEL-MOO_JAM-MOO_MOO-PIG,DEPRECATED,DEPRECATED,0,outer,right
MOM,-81.23058531,80.21793979,-56.66010264,DEPRECATED,EGO_LID_MIX_WAX,EGO-MOM_LID-MOM_MIX-MOM_MOM-WAX,DEPRECATED,DEPRECATED,0,inner,left
INK,-49.45708531,124.2356198,-15.23935264,DEPRECATED,ALA_GUT_MAY_RUM_OIL_SHY,ALA-INK_GUT-INK_INK-MAY_INK-RUM_INK-OIL_INK-SHY,DEPRECATED,DEPRECATED,0,outer,left
IVY,91.74391469,6.437399785,-10.07456264,DEPRECATED,FOX_SUN_GAS_TAG,FOX-IVY_IVY-SUN_GAS-IVY_IVY-TAG,DEPRECATED,DEPRECATED,0,inner,right
NOR,-73.39898531,-93.24168021,9.476237356,DEPRECATED,FIG_KIT_WIG_KEY,FIG-NOR_KIT-NOR_NOR-WIG_KEY-NOR,DEPRECATED,DEPRECATED,0,inner,left
COP,-40.06518531,-102.0463802,-38.18104264,DEPRECATED,WOW_NEW_GET_USE_TAT_ELK,COP-WOW_COP-NEW_COP-GET_COP-USE_COP-TAT_COP-ELK,DEPRECATED,DEPRECATED,1,inner,left
ACE,80.86891469,35.89371979,21.29301736,DEPRECATED,BRO_SUN_POP_WET,ACE-BRO_ACE-SUN_ACE-POP_ACE-WET,DEPRECATED,DEPRECATED,0,inner,right
COY,-78.55798531,-52.27488021,5.579817356,DEPRECATED,MAD_KIT,COY-MAD_COY-KIT,DEPRECATED,DEPRECATED,0,inner,left
SUN,102.1949147,31.00362979,3.678717356,DEPRECATED,DUI_SKY_HIT_IVY_ACE_EYE,DUI-SUN_SKY-SUN_HIT-SUN_IVY-SUN_ACE-SUN_EYE-SUN,DEPRECATED,DEPRECATED,0,outer,right
DOG,-106.4821853,-21.96668021,-28.75498264,DEPRECATED,BAR_PAW_AGE_CHI,BAR-DOG_DOG-PAW_AGE-DOG_CHI-DOG,DEPRECATED,DEPRECATED,0,outer,left
ETA,95.72791469,-16.40962021,-44.57116264,DEPRECATED,BAH_CIS_FOX_BAM_PAY_LUG_JAR_WIN,BAH-ETA_CIS-ETA_ETA-FOX_BAM-ETA_ETA-PAY_ETA-LUG_ETA-JAR_ETA-WIN,DEPRECATED,DEPRECATED,0,inner,right
ACT,-46.35078531,-24.05568021,52.59247736,DEPRECATED,ASH_LAM_DUH_BUG,ACT-ASH_ACT-LAM_ACT-DUH_ACT-BUG,DEPRECATED,DEPRECATED,0,inner,left
NEW,-43.07138531,-128.0658802,-37.50233264,DEPRECATED,COP_GET_HIP_WOW_USE,COP-NEW_GET-NEW_HIP-NEW_NEW-WOW_NEW-USE,DEPRECATED,DEPRECATED,1,outer,left
SAD,-48.25568531,-136.1468802,15.25143736,DEPRECATED,ALL_GOO_HIP_RUG_WOW_KEY,ALL-SAD_GOO-SAD_HIP-SAD_RUG-SAD_SAD-WOW_KEY-SAD,DEPRECATED,DEPRECATED,0,outer,left
REF,-26.92548531,91.03805979,31.01977736,DEPRECATED,BOA_DRY_NAY_HOW,BOA-REF_DRY-REF_NAY-REF_HOW-REF,DEPRECATED,DEPRECATED,0,inner,left
OAK,16.99991469,-142.3818802,-26.66752264,DEPRECATED,CAB_FOR_GET_ROB,CAB-OAK_FOR-OAK_GET-OAK_OAK-ROB,DEPRECATED,DEPRECATED,1,outer,right
OLD,0.915914689,-62.69958021,74.15047736,DEPRECATED,TAU_FOG_EVE_HOT_LAB_ZAP,OLD-TAU_FOG-OLD_EVE-OLD_HOT-OLD_LAB-OLD_OLD-ZAP,DEPRECATED,DEPRECATED,0,outer,mid
ZZZ,-74.82428531,37.91374979,44.92737736,DEPRECATED,FAN_GIN_HAM_WIZ,FAN-ZZZ_GIN-ZZZ_HAM-ZZZ_WIZ-ZZZ,DEPRECATED,DEPRECATED,0,outer,left
WHO,55.48591469,101.3741198,-77.65919264,DEPRECATED,FRO_GUN_LEG_NIX_RAW_OFF,FRO-WHO_GUN-WHO_LEG-WHO_NIX-WHO_RAW-WHO_OFF-WHO,DEPRECATED,DEPRECATED,1,inner,right
SAY,-104.4816853,26.52961979,0.319617356,DEPRECATED,DAY_ICE_PAW_WIZ_ZIG_GIN,DAY-SAY_ICE-SAY_PAW-SAY_SAY-WIZ_SAY-ZIG_GIN-SAY,DEPRECATED,DEPRECATED,0,outer,left
SEX,59.38491469,-116.9088802,-13.44272264,DEPRECATED,CAB_GEL_ROB_SAW_YAY_PHI,CAB-SEX_GEL-SEX_ROB-SEX_SAW-SEX_SEX-YAY_PHI-SEX,DEPRECATED,DEPRECATED,0,inner,right
ASK,97.92991469,59.19093979,-61.13769264,DEPRECATED,ORC_GUN_TUB_OFF_FRO_TAG,ASK-ORC_ASK-GUN_ASK-TUB_ASK-OFF_ASK-FRO_ASK-TAG,DEPRECATED,DEPRECATED,0,outer,right
ASH,-68.07888531,-36.70078021,52.65817736,DEPRECATED,ACT_ART_LAM_LAX_BUG_HAM,ACT-ASH_ART-ASH_ASH-LAM_ASH-LAX_ASH-BUG_ASH-HAM,DEPRECATED,DEPRECATED,0,outer,left
ODD,84.77091469,-36.87768021,25.23641736,DEPRECATED,AIR_COW_GAS_KEG_LUG,AIR-ODD_COW-ODD_GAS-ODD_KEG-ODD_LUG-ODD,DEPRECATED,DEPRECATED,0,outer,right
WHY,90.65091469,-62.22098021,-14.50681264,DEPRECATED,JAR_KEG_LUG_PAY_SAW_TAR,JAR-WHY_KEG-WHY_LUG-WHY_PAY-WHY_SAW-WHY_TAR-WHY,DEPRECATED,DEPRECATED,0,outer,right
DUH,-47.06408531,0.336698785,66.63037736,DEPRECATED,ACT_TRY_NAN_MOP_SOY_HAM,ACT-DUH_DUH-TRY_DUH-NAN_DUH-MOP_DUH-SOY_DUH-HAM,DEPRECATED,DEPRECATED,0,outer,left
DUI,94.57491469,49.57397979,-13.86839264,DEPRECATED,DIG_SKY_SUN_GUN,DIG-DUI_DUI-SKY_DUI-SUN_DUI-GUN,DEPRECATED,DEPRECATED,0,inner,right
YAY,49.27591469,-80.04698021,-46.87734264,DEPRECATED,AMP_BAM_HAY_JAR_SAW_SEX_TAR_CAB,AMP-YAY_BAM-YAY_HAY-YAY_JAR-YAY_SAW-YAY_SEX-YAY_TAR-YAY_CAB-YAY,DEPRECATED,DEPRECATED,1,inner,right
CUP,-98.33338531,-3.264334215,-48.91952264,DEPRECATED,BAR_VAN_HUG_PAW_SIR_GYM,BAR-CUP_CUP-VAN_CUP-HUG_CUP-PAW_CUP-SIR_CUP-GYM,DEPRECATED,DEPRECATED,0,inner,left
