Node_with_Module,Node,Module,X,Y,Z,Neighbor_Nodes,Bars,Bars_with_Module_Nums,Nodes_with_Module_Nums
GUT-3,GUT,3,337.727258,124.968255,28.358312,AGO_ALA_INK_MAY_HEX_WAX_MIX_RUM_SIP_OIL_MOM,AGO-GUT_ALA-GUT_GUT-INK_GUT-MAY_GUT-HEX_GUT-WAX_GUT-MIX_GUT-RUM_GUT-SIP_GUT-OIL_GUT-MOM,AGO-GUT-3_ALA-GUT-3_GUT-INK-3_GUT-MAY-3_GUT-HEX-3_GUT-WAX-3_GUT-MIX-3_GUT-RUM-3_GUT-SIP-3_GUT-OIL-3_GUT-MOM-3,AGO-3_ALA-3_INK-3_MAY-3_HEX-3_WAX-3_MIX-3_RUM-3_SIP-3_OIL-3_MOM-3
DAD-10,DAD,10,421.771341,-147.807104,78.327823,CAB_GEL_FOR_EAR_RUG_PIG_ROB_SEX_EGG_GET_OAK_MOO,CAB-DAD_DAD-GEL_DAD-FOR_DAD-EAR_DAD-RUG_DAD-PIG_DAD-ROB_DAD-SEX_DAD-EGG_DAD-GET_DAD-OAK_DAD-MOO,CAB-DAD-10_DAD-GEL-10_DAD-FOR-10_DAD-EAR-10_DAD-RUG-10_DAD-PIG-10_DAD-ROB-10_DAD-SEX-10_DAD-EGG-10_DAD-GET-10_DAD-OAK-10_DAD-MOO-10,CAB-10_GEL-10_FOR-10_EAR-10_RUG-10_PIG-10_ROB-10_SEX-10_EGG-10_GET-10_OAK-10_MOO-10
PLY-6,PLY,6,371.489398,52.781739,127.652178,ADO_ERA_FAN_FUN_JOB_JUG_MOP_NAN_NAY_NIL_SOY_REF_VOW,ADO-PLY_ERA-PLY_FAN-PLY_FUN-PLY_JOB-PLY_JUG-PLY_MOP-PLY_NAN-PLY_NAY-PLY_NIL-PLY_PLY-SOY_PLY-REF_PLY-VOW,ADO-PLY-5_FUN-PLY-5_JOB-PLY-5_JUG-PLY-5_NAY-PLY-5_NIL-PLY-5_PLY-REF-5_PLY-VOW-5_ERA-PLY-6_FAN-PLY-6_JUG-PLY-6_MOP-PLY-6_NAN-PLY-6_PLY-SOY-6_PLY-VOW-6,ADO-5_FUN-5_JOB-5_JUG-5_NAY-5_NIL-5_REF-5_VOW-5_ERA-6_FAN-6_JUG-6_MOP-6_NAN-6_SOY-6_VOW-6
GIG-11,GIG,14,443.682788,-23.713493,128.695288,AIR_COW_ERA_EVE_FAX_FIX_IRE_YES_LIE_MAC_LAW,AIR-GIG_COW-GIG_ERA-GIG_EVE-GIG_FAX-GIG_FIX-GIG_GIG-IRE_GIG-YES_GIG-LIE_GIG-MAC_GIG-LAW,AIR-GIG-11_COW-GIG-11_FAX-GIG-11_FIX-GIG-11_GIG-LIE-11_GIG-MAC-11_ERA-GIG-14_EVE-GIG-14_GIG-IRE-14_GIG-LIE-14_GIG-LAW-14_GIG-YES-14,AIR-11_COW-11_FAX-11_FIX-11_LIE-11_MAC-11_ERA-14_EVE-14_IRE-14_LIE-14_LAW-14_YES-7
BAM-8,BAM,8,469.628809,-40.150012,-5.532969,BAH_JAR_YAY_HAY_ETA_CIS_WIN,BAH-BAM_BAM-JAR_BAM-YAY_BAM-HAY_BAM-ETA_BAM-CIS_BAM-WIN,BAH-BAM-8_BAM-JAR-8_BAM-YAY-8_BAM-HAY-8_BAM-ETA-8_BAM-WIN-8_BAM-CIS-8,BAH-8_JAR-8_YAY-8_HAY-8_ETA-8_WIN-8_CIS-2
NOM-7,NOM,7,472.732003,86.057326,73.203665,ACE_ARM_BIO_BRO_DIG_DUI_ELF_GUN_HIT_JOY_WET_SPY,ACE-NOM_ARM-NOM_BIO-NOM_BRO-NOM_DIG-NOM_DUI-NOM_ELF-NOM_GUN-NOM_HIT-NOM_JOY-NOM_NOM-WET_NOM-SPY,ARM-NOM-1_BIO-NOM-1_ELF-NOM-1_GUN-NOM-1_JOY-NOM-1_NOM-WET-1_NOM-SPY-1_DIG-NOM-2_DUI-NOM-2_GUN-NOM-2_HIT-NOM-2_ACE-NOM-7_BRO-NOM-7_HIT-NOM-7_NOM-WET-7,ARM-1_BIO-1_ELF-1_GUN-1_JOY-1_WET-1_SPY-1_DIG-2_DUI-2_GUN-2_HIT-2_ACE-7_BRO-7_HIT-7_WET-7
WAS-11,WAS,11,468.294032,-82.39975,97.78539,COW_EAR_KEG_PHI_TAR_ZOO,COW-WAS_EAR-WAS_KEG-WAS_PHI-WAS_TAR-WAS_WAS-ZOO,COW-WAS-11_EAR-WAS-11_KEG-WAS-11_PHI-WAS-11_TAR-WAS-11_WAS-ZOO-11,COW-11_EAR-11_KEG-11_PHI-11_TAR-11_ZOO-11
GIG-14,GIG,14,438.499687,-22.36318,129.026099,AIR_COW_ERA_EVE_FAX_FIX_IRE_YES_LIE_MAC_LAW,AIR-GIG_COW-GIG_ERA-GIG_EVE-GIG_FAX-GIG_FIX-GIG_GIG-IRE_GIG-YES_GIG-LIE_GIG-MAC_GIG-LAW,AIR-GIG-11_COW-GIG-11_FAX-GIG-11_FIX-GIG-11_GIG-LIE-11_GIG-MAC-11_ERA-GIG-14_EVE-GIG-14_GIG-IRE-14_GIG-LIE-14_GIG-LAW-14_GIG-YES-14,AIR-11_COW-11_FAX-11_FIX-11_LIE-11_MAC-11_ERA-14_EVE-14_IRE-14_LIE-14_LAW-14_YES-7
NOM-2,NOM,7,473.27539,86.08604,69.060307,ACE_ARM_BIO_BRO_DIG_DUI_ELF_GUN_HIT_JOY_WET_SPY,ACE-NOM_ARM-NOM_BIO-NOM_BRO-NOM_DIG-NOM_DUI-NOM_ELF-NOM_GUN-NOM_HIT-NOM_JOY-NOM_NOM-WET_NOM-SPY,ARM-NOM-1_BIO-NOM-1_ELF-NOM-1_GUN-NOM-1_JOY-NOM-1_NOM-WET-1_NOM-SPY-1_DIG-NOM-2_DUI-NOM-2_GUN-NOM-2_HIT-NOM-2_ACE-NOM-7_BRO-NOM-7_HIT-NOM-7_NOM-WET-7,ARM-1_BIO-1_ELF-1_GUN-1_JOY-1_WET-1_SPY-1_DIG-2_DUI-2_GUN-2_HIT-2_ACE-7_BRO-7_HIT-7_WET-7
TUX-8,TUX,8,505.037942,-16.002203,55.059076,ETA_FOX_GAS_IVY_LUG_PAY,ETA-TUX_FOX-TUX_GAS-TUX_IVY-TUX_LUG-TUX_PAY-TUX,ETA-TUX-2_FOX-TUX-2_IVY-TUX-2_ETA-TUX-8_LUG-TUX-8_PAY-TUX-8_GAS-TUX-11,ETA-2_FOX-2_IVY-2_ETA-8_LUG-8_PAY-8_GAS-11
PHI-8,PHI,8,470.408654,-101.785986,79.720475,EAR_GEL_TAR_WAS_SEX_SAW,EAR-PHI_GEL-PHI_PHI-TAR_PHI-WAS_PHI-SEX_PHI-SAW,EAR-PHI-11_PHI-TAR-11_PHI-WAS-11_PHI-TAR-8_PHI-SEX-8_PHI-SAW-8_GEL-PHI-10,EAR-11_TAR-11_WAS-11_TAR-8_SEX-8_SAW-8_GEL-10
COP-10,COP,9,356.556381,-109.678427,35.523645,WOW_USE_NEW_TAT_GET_ELK,COP-WOW_COP-USE_COP-NEW_COP-TAT_COP-GET_COP-ELK,COP-WOW-10_COP-NEW-10_COP-GET-10_COP-WOW-9_COP-USE-9_COP-TAT-9_COP-ELK-9,WOW-10_NEW-10_GET-10_WOW-9_USE-9_TAT-9_ELK-9
ALL-10,ALL,10,375.283471,-139.228544,110.016245,PRO_GOO_EGG_SAD_RUG_PIG,ALL-PRO_ALL-GOO_ALL-EGG_ALL-SAD_ALL-RUG_ALL-PIG,ALL-GOO-10_ALL-EGG-10_ALL-SAD-10_ALL-RUG-10_ALL-PIG-10_ALL-PRO-10,GOO-10_EGG-10_SAD-10_RUG-10_PIG-10_PRO-13
SUN-7,SUN,7,500.648086,35.796629,79.073058,ACE_DUI_EYE_HIT_IVY_SKY,ACE-SUN_DUI-SUN_EYE-SUN_HIT-SUN_IVY-SUN_SKY-SUN,DUI-SUN-2_HIT-SUN-2_IVY-SUN-2_SKY-SUN-2_ACE-SUN-7_EYE-SUN-7_HIT-SUN-7_IVY-SUN-7,DUI-2_HIT-2_IVY-2_SKY-2_ACE-7_EYE-7_HIT-7_IVY-7
LUG-8,LUG,8,486.307612,-35.768625,69.000552,COW_ETA_FIX_GAS_IVY_JAR_KEG_PAY_TAR_ODD_TUX_WHY,COW-LUG_ETA-LUG_FIX-LUG_GAS-LUG_IVY-LUG_JAR-LUG_KEG-LUG_LUG-PAY_LUG-TAR_LUG-ODD_LUG-TUX_LUG-WHY,COW-LUG-11_FIX-LUG-11_GAS-LUG-11_KEG-LUG-11_LUG-TAR-11_LUG-ODD-11_ETA-LUG-8_JAR-LUG-8_KEG-LUG-8_LUG-PAY-8_LUG-TAR-8_LUG-TUX-8_LUG-WHY-8_IVY-LUG-7,COW-11_FIX-11_GAS-11_KEG-11_TAR-11_ODD-11_ETA-8_JAR-8_KEG-8_PAY-8_TAR-8_TUX-8_WHY-8_IVY-7
JUG-5,JUG,6,393.914661,39.383813,146.823548,AHI_ERA_JOB_PLY_RIB_NIL_SOY_MOP,AHI-JUG_ERA-JUG_JOB-JUG_JUG-PLY_JUG-RIB_JUG-NIL_JUG-SOY_JUG-MOP,JOB-JUG-5_JUG-PLY-5_JUG-NIL-5_ERA-JUG-6_JUG-PLY-6_JUG-RIB-6_JUG-SOY-6_JUG-MOP-6_AHI-JUG-7,JOB-5_PLY-5_NIL-5_ERA-6_PLY-6_RIB-6_SOY-6_MOP-6_AHI-7
SUN-2,SUN,7,501.546765,36.967553,75.226753,ACE_DUI_EYE_HIT_IVY_SKY,ACE-SUN_DUI-SUN_EYE-SUN_HIT-SUN_IVY-SUN_SKY-SUN,DUI-SUN-2_HIT-SUN-2_IVY-SUN-2_SKY-SUN-2_ACE-SUN-7_EYE-SUN-7_HIT-SUN-7_IVY-SUN-7,DUI-2_HIT-2_IVY-2_SKY-2_ACE-7_EYE-7_HIT-7_IVY-7
ARM-1,ARM,1,461.743719,100.762381,92.05712,ELF_BRO_BIO_WET_DUB_NOM,ARM-ELF_ARM-BRO_ARM-BIO_ARM-WET_ARM-DUB_ARM-NOM,ARM-ELF-1_ARM-BIO-1_ARM-WET-1_ARM-DUB-1_ARM-NOM-1_ARM-BRO-1,ELF-1_BIO-1_WET-1_DUB-1_NOM-1_BRO-7
SIP-3,SIP,3,367.876581,142.478321,8.629615,GUT_HEX_MAY_RUM_WAX,GUT-SIP_HEX-SIP_MAY-SIP_RUM-SIP_SIP-WAX,GUT-SIP-3_HEX-SIP-3_MAY-SIP-3_RUM-SIP-3_SIP-WAX-3,GUT-3_HEX-3_MAY-3_RUM-3_WAX-3
SKY-2,SKY,2,508.93296,34.706627,49.44959,DUI_FOX_IVY_SUN_TUB_TAG,DUI-SKY_FOX-SKY_IVY-SKY_SKY-SUN_SKY-TUB_SKY-TAG,DUI-SKY-2_FOX-SKY-2_IVY-SKY-2_SKY-SUN-2_SKY-TUB-2_SKY-TAG-2,DUI-2_FOX-2_IVY-2_SUN-2_TUB-2_TAG-2
HIT-7,HIT,7,493.405236,64.972903,82.206327,ACE_BRO_DIG_DUI_SUN_NOM,ACE-HIT_BRO-HIT_DIG-HIT_DUI-HIT_HIT-SUN_HIT-NOM,DIG-HIT-2_DUI-HIT-2_HIT-SUN-2_HIT-NOM-2_ACE-HIT-7_BRO-HIT-7_HIT-SUN-7_HIT-NOM-7,DIG-2_DUI-2_SUN-2_NOM-2_ACE-7_BRO-7_SUN-7_NOM-7
COP-9,COP,9,353.587905,-102.40147,32.77187,WOW_USE_NEW_TAT_GET_ELK,COP-WOW_COP-USE_COP-NEW_COP-TAT_COP-GET_COP-ELK,COP-WOW-10_COP-NEW-10_COP-GET-10_COP-WOW-9_COP-USE-9_COP-TAT-9_COP-ELK-9,WOW-10_NEW-10_GET-10_WOW-9_USE-9_TAT-9_ELK-9
OIL-5,OIL,5,341.254938,101.28211,75.496277,AGO_ALA_DRY_FLY_GUT_INK_VOW_RUM_SHY_TAX_REF,AGO-OIL_ALA-OIL_DRY-OIL_FLY-OIL_GUT-OIL_INK-OIL_OIL-VOW_OIL-RUM_OIL-SHY_OIL-TAX_OIL-REF,AGO-OIL-3_ALA-OIL-3_FLY-OIL-3_GUT-OIL-3_INK-OIL-3_OIL-RUM-3_OIL-TAX-3_DRY-OIL-5_FLY-OIL-5_OIL-VOW-5_OIL-RUM-5_OIL-SHY-5_OIL-REF-5,AGO-3_ALA-3_FLY-3_GUT-3_INK-3_RUM-3_TAX-3_DRY-5_FLY-5_VOW-5_RUM-5_SHY-5_REF-5
HIT-2,HIT,7,494.218097,65.944315,78.686061,ACE_BRO_DIG_DUI_SUN_NOM,ACE-HIT_BRO-HIT_DIG-HIT_DUI-HIT_HIT-SUN_HIT-NOM,DIG-HIT-2_DUI-HIT-2_HIT-SUN-2_HIT-NOM-2_ACE-HIT-7_BRO-HIT-7_HIT-SUN-7_HIT-NOM-7,DIG-2_DUI-2_SUN-2_NOM-2_ACE-7_BRO-7_SUN-7_NOM-7
