Node,X,Y,Z,Subnodes,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground
NOM,76.18738459,86.59016998,-4.606762372,NOM-7_NOM-1_NOM-2,ARM_BIO_WET,ARM-NOM_BIO-NOM_NOM-WET,ARM-NOM-1_BIO-NOM-1_NOM-WET-1_NOM-WET-7,ARM-1_BIO-1_WET-1_WET-7,0
MOP,-41.14815841,32.03279498,63.86493863,MOP-6,DUH_FAN_JUG_PLY,DUH-MOP_FAN-MOP_JUG-MOP_MOP-PLY,DUH-MOP-6_FAN-MOP-6_JUG-MOP-6_MOP-PLY-6,DUH-6_FAN-6_JUG-6_PLY-6,0
WIZ,-94.22729741,61.19367898,16.15277063,WIZ-4,FLY_SAY_TAX_VOW_ZZZ,FLY-WIZ_SAY-WIZ_TAX-WIZ_VOW-WIZ_WIZ-ZZZ,SAY-WIZ-4_TAX-WIZ-4_FLY-WIZ-5_VOW-WIZ-6_WIZ-ZZZ-4,SAY-4_TAX-4_FLY-5_VOW-6_ZZZ-6,0
VOW,-65.23407541,67.63065498,28.89226863,VOW-6_VOW-5,FLY_GIN_REF_WIZ,FLY-VOW_GIN-VOW_REF-VOW_VOW-WIZ,FLY-VOW-5_REF-VOW-5_GIN-VOW-6_VOW-WIZ-6,FLY-5_REF-5_GIN-6_WIZ-4,0
MOO,31.52915659,-135.876097,28.76128663,MOO-10,DAD_EGG_GEL_JAM,DAD-MOO_EGG-MOO_GEL-MOO_JAM-MOO,DAD-MOO-10_EGG-MOO-10_GEL-MOO-10_JAM-MOO-13,DAD-10_EGG-10_GEL-10_JAM-13,0
MOM,-84.88109141,89.53200898,-64.08417237,MOM-3,AGO_AIM_OAR_TAX_WAX,AGO-MOM_AIM-MOM_MOM-OAR_MOM-TAX_MOM-WAX,AGO-MOM-3_AIM-MOM-3_MOM-OAR-3_MOM-TAX-3_MOM-WAX-3,AGO-3_AIM-3_OAR-3_TAX-3_WAX-3,0
INK,-53.10752641,133.549724,-22.66342337,INK-3,ALA_GUT_MAY_RUM_SHY,ALA-INK_GUT-INK_INK-MAY_INK-RUM_INK-SHY,ALA-INK-3_GUT-INK-3_INK-MAY-3_INK-RUM-3_INK-SHY-3,ALA-3_GUT-3_MAY-3_RUM-3_SHY-5,0
IVY,93.61091659,11.58407098,-12.75042237,IVY-7_IVY-2,ETA_FOX_GAS_TUX_SKY,ETA-IVY_FOX-IVY_GAS-IVY_IVY-TUX_IVY-SKY,ETA-IVY-2_FOX-IVY-2_IVY-TUX-2_IVY-SKY-2_GAS-IVY-11,ETA-2_FOX-2_TUX-2_SKY-2_GAS-11,0
NOR,-75.85383241,-91.25010502,5.971789628,NOR-12_NOR-9,ART_BUG_FIG_KEY_KIT,ART-NOR_BUG-NOR_FIG-NOR_KEY-NOR_KIT-NOR,ART-NOR-12_BUG-NOR-12_FIG-NOR-12_KEY-NOR-12_KEY-NOR-9_KIT-NOR-9,ART-12_BUG-12_FIG-12_KEY-12_KEY-9_KIT-9,0
COP,-39.98823741,-109.145583,-42.28678237,COP-10_COP-9,WOW_USE_NEW_TAT_GET,COP-WOW_COP-USE_COP-NEW_COP-TAT_COP-GET,COP-WOW-10_COP-NEW-10_COP-GET-10_COP-WOW-9_COP-USE-9_COP-TAT-9,WOW-10_NEW-10_GET-10_WOW-9_USE-9_TAT-9,1
COW,60.75696259,-56.31003402,27.76317763,COW-11,AIR_ODD_FIX_EAR_FAX,AIR-COW_COW-ODD_COW-FIX_COW-EAR_COW-FAX,AIR-COW-11_COW-ODD-11_COW-FIX-11_COW-EAR-11_COW-FAX-11,AIR-11_ODD-11_FIX-11_EAR-11_FAX-11,0
COY,-80.29390641,-50.00527902,1.984625628,COY-12_COY-9,ART_CHI_ELK_MAD,ART-COY_CHI-COY_COY-ELK_COY-MAD,ART-COY-12_COY-MAD-12_CHI-COY-9_COY-ELK-9,ART-12_MAD-12_CHI-9_ELK-9,0
SUN,104.1034676,36.32947298,1.262630628,SUN-7_SUN-2,ACE_DUI_EYE_HIT_SKY,ACE-SUN_DUI-SUN_EYE-SUN_HIT-SUN_SKY-SUN,DUI-SUN-2_HIT-SUN-2_SKY-SUN-2_ACE-SUN-7_EYE-SUN-7_HIT-SUN-7,DUI-2_HIT-2_SKY-2_ACE-7_EYE-7_HIT-7,0
DOG,-110.6943414,-17.02691602,-35.28390337,DOG-4_DOG-9,AGE_BAR_BED_CUP_PAW,AGE-DOG_BAR-DOG_BED-DOG_CUP-DOG_DOG-PAW,BAR-DOG-4_BED-DOG-4_CUP-DOG-4_DOG-PAW-4_AGE-DOG-9_BAR-DOG-9_BED-DOG-9,BAR-4_BED-4_CUP-4_PAW-4_AGE-9_BAR-9_BED-9,0
ETA,97.82119359,-10.49737002,-50.66639537,ETA-8_ETA-2,CIS_IVY_FOX_JAR_WIN,CIS-ETA_ETA-IVY_ETA-FOX_ETA-JAR_ETA-WIN,CIS-ETA-2_ETA-IVY-2_ETA-FOX-2_ETA-JAR-8_ETA-WIN-8,CIS-2_IVY-2_FOX-2_JAR-8_WIN-8,0
ACT,-51.10642441,-19.28789502,48.41176363,ACT-6_ACT-12,ASH_LAM_DUH_TAU_SOY,ACT-ASH_ACT-LAM_ACT-DUH_ACT-TAU_ACT-SOY,ACT-ASH-12_ACT-LAM-12_ACT-DUH-6_ACT-TAU-6_ACT-SOY-6,ASH-12_LAM-12_DUH-6_TAU-6_SOY-6,0
NEW,-41.25973241,-135.328682,-42.06623437,NEW-10,COP_GET_HIP_USE,COP-NEW_GET-NEW_HIP-NEW_NEW-USE,COP-NEW-10_GET-NEW-10_HIP-NEW-10_NEW-USE-10,COP-10_GET-10_HIP-10_USE-9,1
PIG,5.820940594,-117.48782,33.97493563,PIG-10_PIG-13,ALL_GOO_HOT_JAM_LIE,ALL-PIG_GOO-PIG_HOT-PIG_JAM-PIG_LIE-PIG,ALL-PIG-10_GOO-PIG-10_GOO-PIG-13_HOT-PIG-13_JAM-PIG-13_LIE-PIG-13,ALL-10_GOO-10_GOO-13_HOT-13_JAM-13_LIE-13,0
REF,-28.63881841,97.75430098,25.92900463,REF-5,BOA_FUN_HOW_RUM_VOW,BOA-REF_FUN-REF_HOW-REF_REF-RUM_REF-VOW,BOA-REF-5_FUN-REF-5_HOW-REF-5_REF-RUM-5_REF-VOW-5,BOA-5_FUN-5_HOW-5_RUM-5_VOW-5,0
OLD,-0.811181406,-60.86001002,71.98093063,OLD-13_OLD-14,EVE_FOG_HOT_LAB,EVE-OLD_FOG-OLD_HOT-OLD_LAB-OLD,HOT-OLD-13_LAB-OLD-13_EVE-OLD-14_FOG-OLD-14,HOT-13_LAB-13_EVE-14_FOG-14,0
ZZZ,-79.23398341,42.81055598,41.84575163,ZZZ-6,FAN_GIN_WIZ,FAN-ZZZ_GIN-ZZZ_WIZ-ZZZ,FAN-ZZZ-6_GIN-ZZZ-6_WIZ-ZZZ-4,FAN-6_GIN-6_WIZ-4,0
WHO,56.10229159,110.670883,-84.02869737,WHO-1,GUN_LEG_NIX_OFF_RAW,GUN-WHO_LEG-WHO_NIX-WHO_OFF-WHO_RAW-WHO,GUN-WHO-1_LEG-WHO-1_NIX-WHO-1_RAW-WHO-1_OFF-WHO-2,GUN-1_LEG-1_NIX-1_RAW-1_OFF-2,1
JOB,3.845794594,74.53298798,59.56868863,JOB-5,ADO_NAY_JUG_TOY,ADO-JOB_JOB-NAY_JOB-JUG_JOB-TOY,ADO-JOB-5_JOB-NAY-5_JOB-JUG-5_JOB-TOY-5,ADO-5_NAY-5_JUG-5_TOY-5,0
SEX,60.83833759,-123.218531,-17.84211037,SEX-8_SEX-10,CAB_GEL_ROB_TAR,CAB-SEX_GEL-SEX_ROB-SEX_SEX-TAR,CAB-SEX-10_GEL-SEX-10_ROB-SEX-10_SEX-TAR-8,CAB-10_GEL-10_ROB-10_TAR-8,0
ASK,100.5588706,65.11660398,-67.54861437,ASK-2,FRO_ORC_TUB_OFF_TAG,ASK-FRO_ASK-ORC_ASK-TUB_ASK-OFF_ASK-TAG,ASK-ORC-2_ASK-TUB-2_ASK-OFF-2_ASK-TAG-2_ASK-FRO-2,ORC-2_TUB-2_OFF-2_TAG-2_FRO-1,0
ASH,-70.85630941,-36.11951702,49.93942863,ASH-12,ACT_LAM_HAM_BUG,ACT-ASH_ASH-LAM_ASH-HAM_ASH-BUG,ACT-ASH-12_ASH-LAM-12_ASH-BUG-12_ASH-HAM-12,ACT-12_LAM-12_BUG-12_HAM-6,0
ODD,85.97783059,-36.78945902,22.52835163,ODD-11,AIR_COW_FIX_GAS_KEG,AIR-ODD_COW-ODD_FIX-ODD_GAS-ODD_KEG-ODD,AIR-ODD-11_COW-ODD-11_FIX-ODD-11_GAS-ODD-11_KEG-ODD-11,AIR-11_COW-11_FIX-11_GAS-11_KEG-11,0
WHY,93.63453159,-61.09995302,-20.31834037,WHY-8,JAR_KEG_PAY_SAW_TAR,JAR-WHY_KEG-WHY_PAY-WHY_SAW-WHY_TAR-WHY,JAR-WHY-8_KEG-WHY-8_PAY-WHY-8_SAW-WHY-8_TAR-WHY-8,JAR-8_KEG-8_PAY-8_SAW-8_TAR-8,0
DUH,-51.47386841,5.233506983,63.54871163,DUH-6,ACT_TRY_MOP_HAM,ACT-DUH_DUH-TRY_DUH-MOP_DUH-HAM,ACT-DUH-6_DUH-TRY-6_DUH-MOP-6_DUH-HAM-6,ACT-6_TRY-6_MOP-6_HAM-6,0
ELK,-74.04124941,-76.36781602,-38.83893637,ELK-9,COY_USE_KIT_TAT,COY-ELK_ELK-USE_ELK-KIT_ELK-TAT,COY-ELK-9_ELK-USE-9_ELK-KIT-9_ELK-TAT-9,COY-9_USE-9_KIT-9_TAT-9,0
YAY,52.54010159,-78.35575402,-52.84782737,YAY-8,AMP_BAM_CAB_HAY_JAR,AMP-YAY_BAM-YAY_CAB-YAY_HAY-YAY_JAR-YAY,AMP-YAY-8_BAM-YAY-8_HAY-YAY-8_JAR-YAY-8_CAB-YAY-10,AMP-8_BAM-8_HAY-8_JAR-8_CAB-10,1
CUP,-102.1497724,1.689936983,-56.48926237,CUP-4,AGE_DOG_FLU_PAW,AGE-CUP_CUP-DOG_CUP-FLU_CUP-PAW,CUP-DOG-4_CUP-FLU-4_CUP-PAW-4_AGE-CUP-9,DOG-4_FLU-4_PAW-4_AGE-9,0
SKY,112.3883416,35.23947098,-28.36083737,SKY-2,IVY_SUN_TUB,IVY-SKY_SKY-SUN_SKY-TUB,IVY-SKY-2_SKY-SUN-2_SKY-TUB-2,IVY-2_SUN-2_TUB-2,0
DUB,40.70018759,99.97916498,31.93446463,DUB-5_DUB-1,ARM_TOY_WAR_WET_ELF,ARM-DUB_DUB-TOY_DUB-WAR_DUB-WET_DUB-ELF,ARM-DUB-1_DUB-WAR-1_DUB-WET-1_DUB-ELF-1_DUB-TOY-5_DUB-WAR-5,ARM-1_WAR-1_WET-1_ELF-1_TOY-5_WAR-5,0
HEX,-57.82588741,138.550331,-73.40293337,HEX-3,SIP_MAY_WAX_MIX,HEX-SIP_HEX-MAY_HEX-WAX_HEX-MIX,HEX-SIP-3_HEX-MAY-3_HEX-WAX-3_HEX-MIX-3,SIP-3_MAY-3_WAX-3_MIX-3,0
EVE,30.91119559,-41.28148002,69.58921863,EVE-14,LAW_FAX_OLD_IRE,EVE-LAW_EVE-FAX_EVE-OLD_EVE-IRE,EVE-LAW-14_EVE-OLD-14_EVE-IRE-14_EVE-FAX-14,LAW-14_OLD-14_IRE-14_FAX-11,0
YAK,-44.92779141,-95.14453702,49.47698363,YAK-13_YAK-12,FIG_PRO_ZAP,FIG-YAK_PRO-YAK_YAK-ZAP,PRO-YAK-13_YAK-ZAP-13_FIG-YAK-12,PRO-13_ZAP-13_FIG-12,0
WAX,-61.03240041,113.301845,-94.98505137,WAX-3,AIM_HEX_LID_MOM_SIP,AIM-WAX_HEX-WAX_LID-WAX_MOM-WAX_SIP-WAX,AIM-WAX-3_HEX-WAX-3_LID-WAX-3_MOM-WAX-3_SIP-WAX-3,AIM-3_HEX-3_LID-3_MOM-3_SIP-3,1
ADO,11.85316059,92.98717298,38.38084263,ADO-5,JOB_NIL_WAR_ELF_PLY,ADO-JOB_ADO-NIL_ADO-WAR_ADO-ELF_ADO-PLY,ADO-JOB-5_ADO-NIL-5_ADO-WAR-5_ADO-PLY-5_ADO-ELF-5,JOB-5_NIL-5_WAR-5_PLY-5_ELF-1,0
WAS,71.74941359,-81.86690602,19.97496263,WAS-11,KEG_PHI_ZOO,KEG-WAS_PHI-WAS_WAS-ZOO,KEG-WAS-11_PHI-WAS-11_WAS-ZOO-11,KEG-11_PHI-11_ZOO-11,0
WAR,22.01100359,117.232289,23.27937763,WAR-1_WAR-5,ADO_DUB_ELF_GAL,ADO-WAR_DUB-WAR_ELF-WAR_GAL-WAR,DUB-WAR-1_ELF-WAR-1_GAL-WAR-1_ADO-WAR-5_DUB-WAR-5,DUB-1_ELF-1_GAL-1_ADO-5_DUB-5,0
WIG,-83.42824041,-103.036941,-20.98122137,WIG-9,KEY_KIT_USE_WOW,KEY-WIG_KIT-WIG_USE-WIG_WIG-WOW,KEY-WIG-9_KIT-WIG-9_USE-WIG-9_WIG-WOW-9,KEY-9_KIT-9_USE-9_WOW-9,0
CIS,85.32510359,11.66894898,-82.83059537,CIS-2,BAH_BAM_ETA_TAG_OFF,BAH-CIS_BAM-CIS_CIS-ETA_CIS-TAG_CIS-OFF,BAH-CIS-2_CIS-ETA-2_CIS-TAG-2_CIS-OFF-2_BAM-CIS-8,BAH-2_ETA-2_TAG-2_OFF-2_BAM-8,1
ALL,-21.26114741,-138.6957,32.20581763,ALL-10,PRO_EGG_SAD_PIG,ALL-PRO_ALL-EGG_ALL-SAD_ALL-PIG,ALL-EGG-10_ALL-SAD-10_ALL-PIG-10_ALL-PRO-10,EGG-10_SAD-10_PIG-10_PRO-13,0
RUM,-19.97606541,133.05074,-26.66302937,RUM-5_RUM-3,HOW_INK_OIL_PIE_REF_SIP,HOW-RUM_INK-RUM_OIL-RUM_PIE-RUM_REF-RUM_RUM-SIP,INK-RUM-3_OIL-RUM-3_RUM-SIP-3_HOW-RUM-5_OIL-RUM-5_REF-RUM-5_PIE-RUM-1,INK-3_OIL-3_SIP-3_HOW-5_OIL-5_REF-5_PIE-1,1
KEG,83.77172959,-61.85164402,10.55548263,KEG-8_KEG-11,WHY_ODD_TAR_WAS_LUG,KEG-WHY_KEG-ODD_KEG-TAR_KEG-WAS_KEG-LUG,KEG-ODD-11_KEG-TAR-11_KEG-WAS-11_KEG-LUG-11_KEG-WHY-8_KEG-TAR-8_KEG-LUG-8,ODD-11_TAR-11_WAS-11_LUG-11_WHY-8_TAR-8_LUG-8,0
WIN,97.42435959,-41.22449302,-65.29166837,WIN-8,BAH_BAM_ETA_HAY_PAY,BAH-WIN_BAM-WIN_ETA-WIN_HAY-WIN_PAY-WIN,BAH-WIN-8_BAM-WIN-8_ETA-WIN-8_HAY-WIN-8_PAY-WIN-8,BAH-8_BAM-8_ETA-8_HAY-8_PAY-8,0
RUG,-19.93212741,-146.611042,5.949316628,RUG-10,EGG_FOR_GOO_HIP_SAD,EGG-RUG_FOR-RUG_GOO-RUG_HIP-RUG_RUG-SAD,EGG-RUG-10_FOR-RUG-10_GOO-RUG-10_HIP-RUG-10_RUG-SAD-10,EGG-10_FOR-10_GOO-10_HIP-10_SAD-10,0
PLY,-25.05522041,53.31458298,49.84175063,PLY-6_PLY-5,ADO_FAN_FUN_MOP_NAN,ADO-PLY_FAN-PLY_FUN-PLY_MOP-PLY_NAN-PLY,ADO-PLY-5_FUN-PLY-5_FAN-PLY-6_MOP-PLY-6_NAN-PLY-6,ADO-5_FUN-5_FAN-6_MOP-6_NAN-6,0
ALA,-74.19261141,120.025893,-24.32966137,ALA-3,AGO_OIL_INK_FLY_MIX,AGO-ALA_ALA-OIL_ALA-INK_ALA-FLY_ALA-MIX,AGO-ALA-3_ALA-OIL-3_ALA-INK-3_ALA-FLY-3_ALA-MIX-3,AGO-3_OIL-3_INK-3_FLY-3_MIX-3,0
BRO,82.03459059,72.08309498,23.31367063,BRO-7,ACE_ARM_WET_EON_HIT,ACE-BRO_ARM-BRO_BRO-WET_BRO-EON_BRO-HIT,ACE-BRO-7_BRO-WET-7_BRO-EON-7_BRO-HIT-7_ARM-BRO-1,ACE-7_WET-7_EON-7_HIT-7_ARM-1,0
KEY,-69.18783341,-117.131377,11.78622063,KEY-12_KEY-9,FIG_GOO_WOW_NOR_WIG,FIG-KEY_GOO-KEY_KEY-WOW_KEY-NOR_KEY-WIG,FIG-KEY-12_GOO-KEY-12_KEY-NOR-12_KEY-WOW-9_KEY-NOR-9_KEY-WIG-9,FIG-12_GOO-12_NOR-12_WOW-9_NOR-9_WIG-9,0
TUB,107.6198766,63.81006798,-42.85213937,TUB-2,ASK_DIG_DUI_GUN_SKY,ASK-TUB_DIG-TUB_DUI-TUB_GUN-TUB_SKY-TUB,ASK-TUB-2_DIG-TUB-2_DUI-TUB-2_GUN-TUB-2_SKY-TUB-2,ASK-2_DIG-2_DUI-2_GUN-2_SKY-2,0
ORC,101.1758146,38.13227498,-80.54947137,ORC-2,ASK_BOY_OFF_TAG,ASK-ORC_BOY-ORC_OFF-ORC_ORC-TAG,ASK-ORC-2_BOY-ORC-2_OFF-ORC-2_ORC-TAG-2,ASK-2_BOY-2_OFF-2_TAG-2,0
USE,-66.40635841,-98.69556402,-51.81747737,USE-9,COP_ELK_NEW_ONO_WIG,COP-USE_ELK-USE_NEW-USE_ONO-USE_USE-WIG,COP-USE-9_ELK-USE-9_ONO-USE-9_USE-WIG-9_NEW-USE-10,COP-9_ELK-9_ONO-9_WIG-9_NEW-10,0
TOY,37.08808359,78.05762498,53.34773463,TOY-7_TOY-5,DUB_EON_JOB_WET,DUB-TOY_EON-TOY_JOB-TOY_TOY-WET,DUB-TOY-5_JOB-TOY-5_EON-TOY-7_TOY-WET-7,DUB-5_JOB-5_EON-7_WET-7,0
BAR,-107.2781254,-27.39621002,-61.13785137,BAR-9_BAR-4,AGE_SIR_DOG_ONO,AGE-BAR_BAR-SIR_BAR-DOG_BAR-ONO,BAR-DOG-4_AGE-BAR-9_BAR-SIR-9_BAR-DOG-9_BAR-ONO-9,DOG-4_AGE-9_SIR-9_DOG-9_ONO-9,0
DUI,97.20427659,55.49964198,-20.27930937,DUI-2,DIG_HIT_TUB_SUN,DIG-DUI_DUI-HIT_DUI-TUB_DUI-SUN,DIG-DUI-2_DUI-HIT-2_DUI-TUB-2_DUI-SUN-2,DIG-2_HIT-2_TUB-2_SUN-2,0
DIG,99.36351259,82.04294498,-25.19441537,DIG-2,HIT_DUI_JOY_TUB,DIG-HIT_DIG-DUI_DIG-JOY_DIG-TUB,DIG-HIT-2_DIG-DUI-2_DIG-TUB-2_DIG-JOY-2,HIT-2_DUI-2_TUB-2_JOY-1,0
AIR,71.13112059,-32.43153802,43.73215663,AIR-11,COW_GIG_ODD_MAC_FAX,AIR-COW_AIR-GIG_AIR-ODD_AIR-MAC_AIR-FAX,AIR-COW-11_AIR-GIG-11_AIR-ODD-11_AIR-MAC-11_AIR-FAX-11,COW-11_GIG-11_ODD-11_MAC-11_FAX-11,0
AIM,-85.39764441,95.01491398,-91.98091537,AIM-3,MOM_LID_EGO_WAX,AIM-MOM_AIM-LID_AIM-EGO_AIM-WAX,AIM-MOM-3_AIM-LID-3_AIM-EGO-3_AIM-WAX-3,MOM-3_LID-3_EGO-3_WAX-3,1
ERA,13.73802359,14.67203198,62.12956063,ERA-6_ERA-14_ERA-7,AHI_JUG_YES_NIL_LAW,AHI-ERA_ERA-JUG_ERA-YES_ERA-NIL_ERA-LAW,ERA-LAW-14_AHI-ERA-7_ERA-YES-7_ERA-NIL-7_ERA-JUG-6,LAW-14_AHI-7_YES-7_NIL-7_JUG-6,0
CAB,25.94835359,-122.829441,-37.65312837,CAB-10,AMP_ROB_DAD_YAY_OAK_GET_SEX,AMP-CAB_CAB-ROB_CAB-DAD_CAB-YAY_CAB-OAK_CAB-GET_CAB-SEX,AMP-CAB-10_CAB-ROB-10_CAB-DAD-10_CAB-OAK-10_CAB-GET-10_CAB-SEX-10_CAB-YAY-10,AMP-10_ROB-10_DAD-10_OAK-10_GET-10_SEX-10_YAY-8,1
VAN,-112.5420554,21.71477298,-72.36783537,VAN-4,BOX_FLU_HUG,BOX-VAN_FLU-VAN_HUG-VAN,BOX-VAN-4_FLU-VAN-4_HUG-VAN-4,BOX-4_FLU-4_HUG-4,0
BAM,73.08419059,-39.61716802,-83.34339637,BAM-8,BAH_YAY_HAY_CIS_WIN,BAH-BAM_BAM-YAY_BAM-HAY_BAM-CIS_BAM-WIN,BAH-BAM-8_BAM-YAY-8_BAM-HAY-8_BAM-WIN-8_BAM-CIS-8,BAH-8_YAY-8_HAY-8_WIN-8_CIS-2,1
BAH,97.16048159,-14.53845802,-78.92810637,BAH-8_BAH-2,CIS_BOY_WIN_BAM,BAH-CIS_BAH-BOY_BAH-WIN_BAH-BAM,BAH-CIS-2_BAH-BOY-2_BAH-WIN-8_BAH-BAM-8,CIS-2_BOY-2_WIN-8_BAM-8,0
HIP,-32.92354741,-153.773805,-17.57409037,HIP-10,FOR_SAD_RUG_NEW,FOR-HIP_HIP-SAD_HIP-RUG_HIP-NEW,FOR-HIP-10_HIP-SAD-10_HIP-RUG-10_HIP-NEW-10,FOR-10_SAD-10_RUG-10_NEW-10,0
BIO,66.46786359,118.555503,-9.524659372,BIO-1,ARM_JOY_NOM_RAD,ARM-BIO_BIO-JOY_BIO-NOM_BIO-RAD,ARM-BIO-1_BIO-JOY-1_BIO-NOM-1_BIO-RAD-1,ARM-1_JOY-1_NOM-1_RAD-1,0
FAX,52.93065359,-53.90876502,53.84225463,FAX-11,AIR_COW_EVE_LIE_GIG,AIR-FAX_COW-FAX_EVE-FAX_FAX-LIE_FAX-GIG,AIR-FAX-11_COW-FAX-11_FAX-LIE-11_FAX-GIG-11_EVE-FAX-14,AIR-11_COW-11_LIE-11_GIG-11_EVE-14,0
HIT,96.86061759,65.50574698,4.395899628,HIT-7_HIT-2,ACE_BRO_DIG_DUI_SUN,ACE-HIT_BRO-HIT_DIG-HIT_DUI-HIT_HIT-SUN,DIG-HIT-2_DUI-HIT-2_HIT-SUN-2_ACE-HIT-7_BRO-HIT-7_HIT-SUN-7,DIG-2_DUI-2_SUN-2_ACE-7_BRO-7_SUN-7,0
ONO,-88.90182941,-62.98485202,-63.50000837,ONO-9,BAR_KIT_SIR_USE_TAT,BAR-ONO_KIT-ONO_ONO-SIR_ONO-USE_ONO-TAT,BAR-ONO-9_KIT-ONO-9_ONO-SIR-9_ONO-USE-9_ONO-TAT-9,BAR-9_KIT-9_SIR-9_USE-9_TAT-9,1
GYM,-102.0108504,48.01721398,-60.70668137,GYM-4_GYM-3,DAY_EGO_OAR_HUG_LID,DAY-GYM_EGO-GYM_GYM-OAR_GYM-HUG_GYM-LID,EGO-GYM-3_GYM-OAR-3_GYM-LID-3_DAY-GYM-4_GYM-HUG-4,EGO-3_OAR-3_LID-3_DAY-4_HUG-4,0
GAS,98.01878059,-13.78822502,8.027349628,GAS-11,EYE_IVY_ODD_TUX,EYE-GAS_GAS-IVY_GAS-ODD_GAS-TUX,GAS-ODD-11_EYE-GAS-7_GAS-IVY-11_GAS-TUX-11,ODD-11_EYE-7_IVY-7_TUX-8,0
POP,80.11344359,20.84592298,39.43647463,POP-7,ACE_EON_EYE_FIX_MAC,ACE-POP_EON-POP_EYE-POP_FIX-POP_MAC-POP,ACE-POP-7_EON-POP-7_EYE-POP-7_FIX-POP-7_MAC-POP-7,ACE-7_EON-7_EYE-7_FIX-7_MAC-7,0
GAL,24.98754559,133.745892,-1.576939372,GAL-1,ELF_WAR_RAD,ELF-GAL_GAL-WAR_GAL-RAD,ELF-GAL-1_GAL-WAR-1_GAL-RAD-1,ELF-1_WAR-1_RAD-1,0
FAN,-53.57925541,51.12708598,53.57610463,FAN-6,MOP_PLY_FUN_ZZZ_NAN,FAN-MOP_FAN-PLY_FAN-FUN_FAN-ZZZ_FAN-NAN,FAN-MOP-6_FAN-PLY-6_FAN-ZZZ-6_FAN-NAN-6_FAN-FUN-6,MOP-6_PLY-6_ZZZ-6_NAN-6_FUN-5,0
SOY,-25.26962541,6.414220983,63.01992663,SOY-6,ACT_JUG_LAW_NAN_TRY,ACT-SOY_JUG-SOY_LAW-SOY_NAN-SOY_SOY-TRY,ACT-SOY-6_JUG-SOY-6_NAN-SOY-6_SOY-TRY-6_LAW-SOY-14,ACT-6_JUG-6_NAN-6_TRY-6_LAW-14,0
EAR,47.71669559,-101.306211,24.42671963,EAR-10_EAR-11,COW_GEL_JAM_ZOO_PHI,COW-EAR_EAR-GEL_EAR-JAM_EAR-ZOO_EAR-PHI,COW-EAR-11_EAR-JAM-11_EAR-ZOO-11_EAR-PHI-11_EAR-GEL-10,COW-11_JAM-11_ZOO-11_PHI-11_GEL-10,0
DAY,-94.73552341,29.94447198,-26.25327037,DAY-4,BED_TAX_PAW_ZIG_GYM,BED-DAY_DAY-TAX_DAY-PAW_DAY-ZIG_DAY-GYM,BED-DAY-4_DAY-TAX-4_DAY-PAW-4_DAY-ZIG-4_DAY-GYM-4,BED-4_TAX-4_PAW-4_ZIG-4_GYM-4,0
DAD,25.22672259,-147.27426,0.517395628,DAD-10,CAB_EGG_OAK_MOO,CAB-DAD_DAD-EGG_DAD-OAK_DAD-MOO,CAB-DAD-10_DAD-EGG-10_DAD-OAK-10_DAD-MOO-10,CAB-10_EGG-10_OAK-10_MOO-10,0
GOO,-41.85655141,-112.918897,27.08052363,GOO-13_GOO-12_GOO-10,ZAP_RUG_KEY_PIG_WOW,GOO-ZAP_GOO-RUG_GOO-KEY_GOO-PIG_GOO-WOW,GOO-RUG-10_GOO-PIG-10_GOO-WOW-10_GOO-ZAP-13_GOO-PIG-13_GOO-KEY-12,RUG-10_PIG-10_WOW-10_ZAP-13_PIG-13_KEY-12,0
FRO,83.11559959,92.49394598,-76.93202537,FRO-1,ASK_RAW,ASK-FRO_FRO-RAW,FRO-RAW-1_ASK-FRO-2,RAW-1_ASK-2,0
ICE,-101.6621224,2.311318983,18.75995663,ICE-6_ICE-4,BED_HAM_MAD_SAY,BED-ICE_HAM-ICE_ICE-MAD_ICE-SAY,BED-ICE-4_ICE-SAY-4_HAM-ICE-6_ICE-MAD-6,BED-4_SAY-4_HAM-6_MAD-12,0
HOW,3.807477594,116.592725,4.278644628,HOW-5_HOW-1,BOA_REF_RUM_SHY,BOA-HOW_HOW-REF_HOW-RUM_HOW-SHY,BOA-HOW-5_HOW-REF-5_HOW-RUM-5_HOW-SHY-5,BOA-5_REF-5_RUM-5_SHY-5,0
HOT,4.710215594,-98.76846102,58.92129363,HOT-13,PRO_PIG_ZAP_JAM_OLD,HOT-PRO_HOT-PIG_HOT-ZAP_HOT-JAM_HOT-OLD,HOT-PRO-13_HOT-PIG-13_HOT-ZAP-13_HOT-JAM-13_HOT-OLD-13,PRO-13_PIG-13_ZAP-13_JAM-13_OLD-13,0
IRE,36.45626059,-3.166204017,68.58317463,IRE-14_IRE-7,AHI_EVE_GIG_YES_RIB,AHI-IRE_EVE-IRE_GIG-IRE_IRE-YES_IRE-RIB,EVE-IRE-14_GIG-IRE-14_IRE-RIB-14_AHI-IRE-7_IRE-YES-7,EVE-14_GIG-14_RIB-14_AHI-7_YES-7,0
NAN,-56.65210441,24.70875698,41.61903863,NAN-6,FAN_LAX_SOY_PLY,FAN-NAN_LAX-NAN_NAN-SOY_NAN-PLY,FAN-NAN-6_LAX-NAN-6_NAN-SOY-6_NAN-PLY-6,FAN-6_LAX-6_SOY-6_PLY-6,0
