Pixel_i,Module,Node1,Node2,X,Y,Z
18270,2,DUI,GUN,480.7300796687428,79.17181626876666,31.20585605735627
18271,2,DUI,GUN,480.50561733544527,79.58914416995229,30.751972230758962
18272,2,DUI,GUN,480.2811550021477,80.00647207113792,30.298088404161653
18273,2,DUI,GUN,480.0566926688502,80.42379997232355,29.844204577564344
18274,2,DUI,GUN,479.83223033555265,80.84112787350918,29.390320750967035
18275,2,DUI,GUN,479.6077680022551,81.25845577469481,28.936436924369726
18276,2,DUI,GUN,479.3833056689576,81.67578367588044,28.482553097772417
18277,2,DUI,GUN,479.15884333566004,82.09311157706607,28.028669271175108
18278,2,DUI,GUN,478.9343810023625,82.5104394782517,27.5747854445778
18279,2,DUI,GUN,478.70991866906496,82.92776737943733,27.12090161798049
18280,2,DUI,SUN,493.9425772143507,54.5197357088563,57.9706392758281
18281,2,DUI,SUN,494.1362594287014,54.07267341771261,58.4101605516562
18282,2,DUI,SUN,494.3299416430521,53.62561112656891,58.8496818274843
18283,2,DUI,SUN,494.5236238574028,53.17854883542522,59.289203103312396
18284,2,DUI,SUN,494.7173060717535,52.73148654428152,59.728724379140495
18285,2,DUI,SUN,494.9109882861042,52.28442425313783,60.168245654968594
18286,2,DUI,SUN,495.1046705004549,51.837361961994134,60.60776693079669
18287,2,DUI,SUN,495.2983527148056,51.39029967085044,61.04728820662479
18288,2,DUI,SUN,495.4920349291563,50.943237379706744,61.48680948245289
18289,2,DUI,SUN,495.685717143507,50.49617508856305,61.92633075828099
18290,2,DUI,SUN,495.8793993578577,50.049112797419355,62.36585203410909
18291,2,DUI,SUN,496.0730815722084,49.60205050627566,62.80537330993719
18292,2,DUI,SUN,496.2667637865591,49.154988215131965,63.24489458576529
18293,2,DUI,SUN,496.4604460009098,48.70792592398827,63.684415861593386
18294,2,DUI,SUN,496.6541282152605,48.260863632844575,64.12393713742149
18295,2,DUI,SUN,496.84781042961123,47.81380134170088,64.56345841324959
18296,2,DUI,SUN,497.04149264396193,47.366739050557186,65.00297968907769
18297,2,DUI,SUN,497.23517485831263,46.91967675941349,65.44250096490579
18298,2,DUI,SUN,497.42885707266333,46.472614468269796,65.88202224073389
18299,2,DUI,SUN,497.62253928701404,46.0255521771261,66.32154351656199
18300,2,DUI,SUN,497.81622150136474,45.57848988598241,66.76106479239009
18301,2,DUI,SUN,498.00990371571544,45.13142759483871,67.20058606821819
18302,2,DUI,SUN,498.20358593006614,44.68436530369502,67.64010734404629
18303,2,DUI,SUN,498.39726814441684,44.23730301255132,68.07962861987438
18304,2,DUI,SUN,498.59095035876754,43.79024072140763,68.51914989570248
18305,2,DUI,SUN,498.78463257311824,43.34317843026393,68.95867117153058
18306,2,DUI,SUN,498.97831478746895,42.89611613912024,69.39819244735868
18307,2,DUI,SUN,499.17199700181965,42.44905384797654,69.83771372318678
18308,2,DUI,SUN,499.36567921617035,42.00199155683285,70.27723499901488
18309,2,DUI,SUN,499.55936143052105,41.554929265689154,70.71675627484298
18310,2,DUI,SUN,499.75304364487175,41.10786697454546,71.15627755067108
18311,2,DUI,SUN,499.94672585922245,40.660804683401764,71.59579882649918
18312,2,DUI,SUN,500.14040807357316,40.21374239225807,72.03532010232728
18313,2,DUI,SUN,500.33409028792386,39.766680101114375,72.47484137815538
18314,2,DUI,SUN,500.52777250227456,39.31961780997068,72.91436265398347
18315,2,DUI,SUN,500.72145471662526,38.872555518826985,73.35388392981157
18316,2,DUI,SUN,500.91513693097596,38.42549322768329,73.79340520563967
18317,2,DUI,SUN,501.10881914532666,37.978430936539596,74.23292648146777
18318,2,DUI,SUN,501.30250135967736,37.5313686453959,74.67244775729587
18319,2,DUI,SUN,501.49618357402807,37.084306354252206,75.11196903312397
18320,2,DUI,SUN,501.68986578837877,36.63724406310851,75.55149030895207
18321,2,DUI,TAG,493.82759916267685,54.65410806047903,56.95964000328997
18322,2,DUI,TAG,493.9063033253537,54.34141812095807,56.38816200657994
18323,2,DUI,TAG,493.98500748803053,54.0287281814371,55.81668400986991
18324,2,DUI,TAG,494.0637116507074,53.71603824191614,55.24520601315988
18325,2,DUI,TAG,494.1424158133842,53.40334830239517,54.67372801644985
18326,2,DUI,TAG,494.22111997606106,53.09065836287421,54.10225001973982
18327,2,DUI,TAG,494.2998241387379,52.777968423353244,53.53077202302979
18328,2,DUI,TAG,494.37852830141475,52.46527848383228,52.95929402631976
18329,2,DUI,TAG,494.4572324640916,52.152588544311314,52.38781602960973
18330,2,DUI,TAG,494.53593662676843,51.83989860479035,51.8163380328997
18331,2,DUI,TAG,494.6146407894453,51.527208665269384,51.24486003618967
18332,2,DUI,TAG,494.6933449521221,51.21451872574842,50.67338203947964
18333,2,DUI,TAG,494.77204911479896,50.901828786227455,50.10190404276961
18334,2,DUI,TAG,494.8507532774758,50.58913884670649,49.53042604605958
18335,2,DUI,TAG,494.92945744015265,50.276448907185525,48.95894804934955
18336,2,DUI,TAG,495.0081616028295,49.96375896766456,48.38747005263952
18337,2,DUI,TAG,495.08686576550633,49.651069028143596,47.81599205592949
18338,2,DUI,TAG,495.1655699281832,49.33837908862263,47.24451405921946
18339,2,DUI,TAG,495.24427409086,49.025689149101666,46.67303606250943
18340,2,DUI,TAG,495.32297825353686,48.7129992095807,46.1015580657994
18341,2,DUI,TAG,495.4016824162137,48.400309270059736,45.53008006908937
18342,2,DUI,TAG,495.48038657889055,48.08761933053877,44.95860207237934
18343,2,DUI,TAG,495.5590907415674,47.77492939101781,44.38712407566931
18344,2,DUI,TAG,495.63779490424423,47.46223945149684,43.81564607895928
18345,2,DUI,TAG,495.7164990669211,47.14954951197588,43.24416808224925
18346,2,DUI,TAG,495.7952032295979,46.83685957245491,42.67269008553922
18347,2,DUI,TAG,495.87390739227476,46.52416963293395,42.10121208882919
18348,2,DUI,TAG,495.9526115549516,46.21147969341298,41.52973409211916
18349,2,DUI,TAG,496.03131571762844,45.89878975389202,40.95825609540913
18350,2,DUI,TAG,496.1100198803053,45.58609981437105,40.386778098699104
18351,2,DUI,TAG,496.18872404298213,45.27340987485009,39.815300101989074
18352,2,DUI,TAG,496.267428205659,44.960719935329124,39.243822105279044
18353,2,DUI,TAG,496.3461323683358,44.64802999580816,38.672344108569014
18354,2,DUI,TAG,496.42483653101266,44.335340056287194,38.100866111858984
18355,2,DUI,TAG,496.5035406936895,44.02265011676623,37.529388115148954
18356,2,DUI,TAG,496.58224485636634,43.709960177245264,36.957910118438924
18357,2,DUI,TAG,496.6609490190432,43.3972702377243,36.386432121728895
18358,2,DUI,TAG,496.73965318172003,43.084580298203335,35.814954125018865
18359,2,DUI,TAG,496.8183573443969,42.77189035868237,35.243476128308835
18360,2,DUI,TAG,496.8970615070737,42.459200419161405,34.671998131598805
18361,2,DUI,TAG,496.97576566975056,42.14651047964044,34.100520134888775
18362,2,DUI,TAG,497.0544698324274,41.833820540119476,33.529042138178745
18363,2,DUI,TAG,497.13317399510424,41.52113060059851,32.957564141468715
18364,2,DUI,TAG,497.2118781577811,41.208440661077546,32.386086144758686
18365,2,DUI,TAG,497.29058232045793,40.89575072155658,31.814608148048656
18366,2,DUI,TAG,497.3692864831348,40.583060782035616,31.243130151338626
18367,2,DUI,TAG,497.4479906458116,40.27037084251465,30.671652154628596
18368,2,DUI,TAG,497.52669480848846,39.95768090299369,30.100174157918566
18369,2,DUI,TAG,497.6053989711653,39.64499096347272,29.528696161208536
18370,2,DUI,TAG,497.68410313384214,39.33230102395176,28.957218164498506
18371,2,DUI,TAG,497.762807296519,39.01961108443079,28.385740167788477
18372,2,DUI,TAG,497.84151145919583,38.70692114490983,27.814262171078447
18373,2,DUI,TAG,497.92021562187267,38.39423120538886,27.242784174368417
18374,2,DUI,TAG,497.9989197845495,38.0815412658679,26.671306177658387
18375,2,DUI,TAG,498.07762394722636,37.76885132634693,26.099828180948357
18376,2,DUI,TAG,498.1563281099032,37.45616138682597,25.528350184238327
18377,2,DUI,TAG,498.23503227258004,37.143471447305004,24.956872187528298
18378,2,DUI,TAG,498.3137364352569,36.83078150778404,24.385394190818268
18379,2,DUI,TAG,498.3924405979337,36.518091568263074,23.813916194108238
18380,2,DUI,TAG,498.47114476061057,36.20540162874211,23.242438197398208
18381,2,DUI,IVY,493.70872739172125,54.315055593545395,57.59573102576048
18382,2,DUI,IVY,493.6685597834425,53.66331318709079,57.66034405152096
18383,2,DUI,IVY,493.62839217516375,53.01157078063619,57.72495707728144
18384,2,DUI,IVY,493.588224566885,52.35982837418159,57.78957010304192
18385,2,DUI,IVY,493.54805695860625,51.70808596772699,57.8541831288024
18386,2,DUI,IVY,493.5078893503275,51.056343561272385,57.91879615456288
18387,2,DUI,IVY,493.46772174204875,50.40460115481778,57.983409180323356
18388,2,DUI,IVY,493.42755413377,49.75285874836318,58.048022206083836
18389,2,DUI,IVY,493.38738652549125,49.10111634190858,58.112635231844315
18390,2,DUI,IVY,493.3472189172125,48.44937393545398,58.177248257604795
18391,2,DUI,IVY,493.30705130893375,47.797631528999375,58.241861283365274
18392,2,DUI,IVY,493.266883700655,47.14588912254477,58.306474309125754
18393,2,DUI,IVY,493.22671609237625,46.49414671609017,58.371087334886234
18394,2,DUI,IVY,493.1865484840975,45.84240430963557,58.43570036064671
18395,2,DUI,IVY,493.14638087581875,45.19066190318097,58.50031338640719
18396,2,DUI,IVY,493.10621326754,44.538919496726365,58.56492641216767
18397,2,DUI,IVY,493.06604565926125,43.88717709027176,58.62953943792815
18398,2,DUI,IVY,493.0258780509825,43.23543468381716,58.69415246368863
18399,2,DUI,IVY,492.98571044270375,42.58369227736256,58.75876548944911
18400,2,DUI,IVY,492.945542834425,41.93194987090796,58.82337851520959
18401,2,DUI,IVY,492.90537522614625,41.280207464453355,58.88799154097007
18402,2,DUI,IVY,492.8652076178675,40.62846505799875,58.95260456673055
18403,2,DUI,IVY,492.82504000958875,39.97672265154415,59.01721759249103
18404,2,DUI,IVY,492.78487240131,39.32498024508955,59.08183061825151
18405,2,DUI,IVY,492.74470479303125,38.67323783863495,59.14644364401199
18406,2,DUI,IVY,492.7045371847525,38.021495432180345,59.21105666977247
18407,2,DUI,IVY,492.66436957647375,37.36975302572574,59.27566969553295
18408,2,DUI,IVY,492.624201968195,36.71801061927114,59.34028272129343
18409,2,DUI,IVY,492.58403435991625,36.06626821281654,59.40489574705391
18410,2,DUI,IVY,492.5438667516375,35.41452580636194,59.469508772814386
18411,2,DUI,IVY,492.50369914335874,34.762783399907335,59.534121798574866
18412,2,DUI,IVY,492.46353153508,34.11104099345273,59.598734824335345
18413,2,DUI,IVY,492.42336392680124,33.45929858699813,59.663347850095825
18414,2,DUI,IVY,492.3831963185225,32.80755618054353,59.727960875856304
18415,2,DUI,IVY,492.34302871024374,32.15581377408893,59.792573901616784
18416,2,DUI,IVY,492.302861101965,31.50407136763432,59.85718692737726
18417,2,DUI,IVY,492.26269349368624,30.852328961179715,59.92179995313774
18418,2,DUI,IVY,492.2225258854075,30.20058655472511,59.98641297889822
18419,2,DUI,IVY,492.18235827712874,29.548844148270504,60.0510260046587
18420,2,DUI,IVY,492.14219066885,28.8971017418159,60.11563903041918
18421,2,DUI,IVY,492.10202306057124,28.245359335361293,60.18025205617966
18422,2,DUI,IVY,492.0618554522925,27.593616928906687,60.24486508194014
18423,2,DUI,IVY,492.02168784401374,26.941874522452082,60.30947810770062
18424,2,DUI,IVY,491.981520235735,26.290132115997476,60.3740911334611
18425,2,DUI,IVY,491.94135262745624,25.63838970954287,60.43870415922158
18426,2,DUI,IVY,491.9011850191775,24.986647303088265,60.50331718498206
18427,2,DUI,IVY,491.86101741089874,24.33490489663366,60.56793021074254
18428,2,DUI,IVY,491.82084980262,23.683162490179054,60.63254323650302
18429,2,DUI,IVY,491.78068219434124,23.03142008372445,60.6971562622635
18430,2,DUI,IVY,491.7405145860625,22.379677677269843,60.76176928802398
18431,2,DUI,IVY,491.70034697778374,21.727935270815237,60.82638231378446
18432,2,DUI,IVY,491.660179369505,21.07619286436063,60.890995339544936
18433,2,DUI,IVY,491.62001176122624,20.424450457906026,60.955608365305416
18434,2,DUI,IVY,491.5798441529475,19.77270805145142,61.020221391065895
18435,2,DUI,IVY,491.53967654466874,19.120965644996815,61.084834416826375
18436,2,DUI,IVY,491.49950893639,18.46922323854221,61.149447442586855
18437,2,DUI,IVY,491.45934132811124,17.817480832087604,61.214060468347334
18438,2,DUI,IVY,491.4191737198325,17.165738425633,61.278673494107814
18439,2,DUI,IVY,491.37900611155374,16.513996019178393,61.34328651986829
18440,2,DUI,IVY,491.338838503275,15.862253612723789,61.40789954562877
18441,2,DUI,IVY,491.29867089499623,15.210511206269185,61.47251257138925
18442,2,DUI,IVY,491.2585032867175,14.558768799814581,61.53712559714973
18443,2,DUI,IVY,491.21833567843873,13.907026393359978,61.60173862291021
18444,2,DUI,IVY,491.17816807016,13.255283986905374,61.66635164867069
18445,2,DUI,IVY,491.13800046188123,12.60354158045077,61.73096467443117
18446,2,DUI,IVY,491.0978328536025,11.951799173996166,61.79557770019165
18447,2,DUI,NOM,493.4043746221205,55.490460802884236,57.725126820225185
18448,2,DUI,NOM,493.05985424424097,56.014123605768475,57.91913564045037
18449,2,DUI,NOM,492.71533386636145,56.537786408652714,58.11314446067556
18450,2,DUI,NOM,492.37081348848193,57.06144921153695,58.30715328090074
18451,2,DUI,NOM,492.0262931106024,57.58511201442119,58.50116210112593
18452,2,DUI,NOM,491.6817727327229,58.10877481730543,58.695170921351114
18453,2,DUI,NOM,491.3372523548434,58.63243762018967,58.8891797415763
18454,2,DUI,NOM,490.99273197696385,59.15610042307391,59.083188561801485
18455,2,DUI,NOM,490.64821159908433,59.67976322595815,59.27719738202667
18456,2,DUI,NOM,490.3036912212048,60.20342602884239,59.47120620225186
18457,2,DUI,NOM,489.9591708433253,60.727088831726626,59.66521502247704
18458,2,DUI,NOM,489.6146504654458,61.250751634610864,59.85922384270223
18459,2,DUI,NOM,489.27013008756626,61.7744144374951,60.053232662927414
18460,2,DUI,NOM,488.92560970968674,62.29807724037934,60.2472414831526
18461,2,DUI,NOM,488.5810893318072,62.82174004326358,60.441250303377785
18462,2,DUI,NOM,488.2365689539277,63.34540284614782,60.63525912360297
18463,2,DUI,NOM,487.8920485760482,63.86906564903206,60.82926794382816
18464,2,DUI,NOM,487.54752819816866,64.3927284519163,61.02327676405334
18465,2,DUI,NOM,487.20300782028914,64.91639125480054,61.21728558427853
18466,2,DUI,NOM,486.8584874424096,65.44005405768479,61.411294404503714
18467,2,DUI,NOM,486.5139670645301,65.96371686056904,61.6053032247289
18468,2,DUI,NOM,486.1694466866506,66.48737966345328,61.799312044954085
18469,2,DUI,NOM,485.82492630877107,67.01104246633753,61.99332086517927
18470,2,DUI,NOM,485.48040593089155,67.53470526922177,62.18732968540446
18471,2,DUI,NOM,485.13588555301203,68.05836807210602,62.38133850562964
18472,2,DUI,NOM,484.7913651751325,68.58203087499027,62.57534732585483
18473,2,DUI,NOM,484.446844797253,69.10569367787451,62.769356146080014
18474,2,DUI,NOM,484.1023244193735,69.62935648075876,62.9633649663052
18475,2,DUI,NOM,483.75780404149396,70.153019283643,63.157373786530385
18476,2,DUI,NOM,483.41328366361444,70.67668208652725,63.35138260675557
18477,2,DUI,NOM,483.0687632857349,71.2003448894115,63.54539142698076
18478,2,DUI,NOM,482.7242429078554,71.72400769229574,63.73940024720594
18479,2,DUI,NOM,482.3797225299759,72.24767049517999,63.93340906743113
18480,2,DUI,NOM,482.03520215209636,72.77133329806423,64.12741788765632
18481,2,DUI,NOM,481.69068177421684,73.29499610094848,64.32142670788151
18482,2,DUI,NOM,481.3461613963373,73.81865890383273,64.5154355281067
18483,2,DUI,NOM,481.0016410184578,74.34232170671697,64.7094443483319
18484,2,DUI,NOM,480.6571206405783,74.86598450960122,64.90345316855709
18485,2,DUI,NOM,480.31260026269877,75.38964731248547,65.09746198878229
18486,2,DUI,NOM,479.96807988481925,75.91331011536971,65.29147080900748
18487,2,DUI,NOM,479.6235595069397,76.43697291825396,65.48547962923267
18488,2,DUI,NOM,479.2790391290602,76.9606357211382,65.67948844945786
18489,2,DUI,NOM,478.9345187511807,77.48429852402245,65.87349726968306
18490,2,DUI,NOM,478.58999837330117,78.0079613269067,66.06750608990825
18491,2,DUI,NOM,478.24547799542165,78.53162412979094,66.26151491013344
18492,2,DUI,NOM,477.90095761754213,79.05528693267519,66.45552373035864
18493,2,DUI,NOM,477.5564372396626,79.57894973555943,66.64953255058383
18494,2,DUI,NOM,477.2119168617831,80.10261253844368,66.84354137080902
18495,2,DUI,NOM,476.8673964839036,80.62627534132793,67.03755019103421
18496,2,DUI,NOM,476.52287610602406,81.14993814421217,67.2315590112594
18497,2,DUI,NOM,476.17835572814454,81.67360094709642,67.4255678314846
18498,2,DUI,NOM,475.833835350265,82.19726374998066,67.61957665170979
18499,2,DUI,NOM,475.4893149723855,82.72092655286491,67.81358547193499
18500,2,DUI,NOM,475.144794594506,83.24458935574916,68.00759429216018
18501,2,DUI,NOM,474.80027421662646,83.7682521586334,68.20160311238537
18502,2,DUI,NOM,474.45575383874694,84.29191496151765,68.39561193261056
18503,2,DUI,NOM,474.1112334608674,84.8155777644019,68.58962075283576
18504,2,DUI,NOM,473.7667130829879,85.33924056728614,68.78362957306095
18505,2,DUI,NOM,473.4221927051084,85.86290337017039,68.97763839328614
18506,2,DUI,NOM,473.07767232722887,86.38656617305463,69.17164721351133
18507,2,ETA,TUX,494.5908973169522,-11.046754079498736,27.76016467247136
18508,2,ETA,TUX,494.81598263390435,-11.063294158997472,28.376297344942724
18509,2,ETA,TUX,495.04106795085653,-11.079834238496208,28.992430017414087
18510,2,ETA,TUX,495.2661532678087,-11.096374317994943,29.60856268988545
18511,2,ETA,TUX,495.4912385847609,-11.112914397493679,30.22469536235681
18512,2,ETA,TUX,495.71632390171305,-11.129454476992414,30.840828034828174
18513,2,ETA,TUX,495.9414092186652,-11.14599455649115,31.456960707299537
18514,2,ETA,TUX,496.1664945356174,-11.162534635989886,32.0730933797709
18515,2,ETA,TUX,496.3915798525696,-11.179074715488621,32.68922605224227
18516,2,ETA,TUX,496.61666516952175,-11.195614794987357,33.305358724713635
18517,2,ETA,TUX,496.8417504864739,-11.212154874486092,33.921491397185
18518,2,ETA,TUX,497.0668358034261,-11.228694953984828,34.53762406965637
18519,2,ETA,TUX,497.2919211203783,-11.245235033483564,35.15375674212773
18520,2,ETA,TUX,497.51700643733045,-11.2617751129823,35.7698894145991
18521,2,ETA,TUX,497.7420917542826,-11.278315192481035,36.386022087070465
18522,2,ETA,TUX,497.9671770712348,-11.29485527197977,37.00215475954183
18523,2,ETA,TUX,498.192262388187,-11.311395351478506,37.6182874320132
18524,2,ETA,TUX,498.41734770513915,-11.327935430977242,38.23442010448456
18525,2,ETA,TUX,498.6424330220913,-11.344475510475977,38.85055277695593
18526,2,ETA,TUX,498.8675183390435,-11.361015589974713,39.466685449427295
18527,2,ETA,TUX,499.0926036559957,-11.377555669473448,40.08281812189866
18528,2,ETA,TUX,499.31768897294785,-11.394095748972184,40.69895079437003
18529,2,ETA,TUX,499.5427742899,-11.41063582847092,41.31508346684139
18530,2,ETA,TUX,499.7678596068522,-11.427175907969655,41.93121613931276
18531,2,ETA,TUX,499.9929449238044,-11.44371598746839,42.547348811784126
18532,2,ETA,TUX,500.21803024075655,-11.460256066967126,43.16348148425549
18533,2,ETA,TUX,500.4431155577087,-11.476796146465862,43.77961415672686
18534,2,ETA,TUX,500.6682008746609,-11.493336225964597,44.395746829198224
18535,2,ETA,TUX,500.8932861916131,-11.509876305463333,45.01187950166959
18536,2,ETA,TUX,501.11837150856525,-11.526416384962069,45.628012174140956
18537,2,ETA,TUX,501.3434568255174,-11.542956464460804,46.24414484661232
18538,2,ETA,TUX,501.5685421424696,-11.55949654395954,46.86027751908369
18539,2,ETA,TUX,501.79362745942177,-11.576036623458275,47.476410191555054
18540,2,ETA,TUX,502.01871277637395,-11.592576702957011,48.09254286402642
18541,2,ETA,TUX,502.2437980933261,-11.609116782455747,48.708675536497786
18542,2,ETA,TUX,502.4688834102783,-11.625656861954482,49.32480820896915
18543,2,ETA,TUX,502.69396872723047,-11.642196941453218,49.94094088144052
18544,2,ETA,TUX,502.91905404418264,-11.658737020951953,50.557073553911884
18545,2,ETA,TUX,503.1441393611348,-11.675277100450689,51.17320622638325
18546,2,ETA,TUX,503.369224678087,-11.691817179949425,51.789338898854616
18547,2,ETA,TUX,503.59430999503917,-11.70835725944816,52.40547157132598
18548,2,ETA,TUX,503.81939531199134,-11.724897338946896,53.02160424379735
18549,2,ETA,TUX,504.0444806289435,-11.741437418445631,53.637736916268715
18550,2,ETA,TUX,504.2695659458957,-11.757977497944367,54.25386958874008
18551,2,ETA,TUX,504.49465126284787,-11.774517577443103,54.87000226121145
18552,2,ETA,IVY,494.31536597534307,-10.661374742271846,27.68437378514978
18553,2,ETA,IVY,494.26491995068614,-10.292535484543691,28.224715570299562
18554,2,ETA,IVY,494.2144739260292,-9.923696226815537,28.765057355449343
18555,2,ETA,IVY,494.16402790137226,-9.554856969087382,29.305399140599125
18556,2,ETA,IVY,494.11358187671533,-9.186017711359227,29.845740925748906
18557,2,ETA,IVY,494.0631358520584,-8.817178453631072,30.386082710898688
18558,2,ETA,IVY,494.01268982740146,-8.448339195902918,30.92642449604847
18559,2,ETA,IVY,493.9622438027445,-8.079499938174763,31.46676628119825
18560,2,ETA,IVY,493.9117977780876,-7.710660680446608,32.00710806634803
18561,2,ETA,IVY,493.86135175343065,-7.3418214227184535,32.54744985149782
18562,2,ETA,IVY,493.8109057287737,-6.972982164990299,33.0877916366476
18563,2,ETA,IVY,493.7604597041168,-6.604142907262144,33.628133421797386
18564,2,ETA,IVY,493.71001367945985,-6.235303649533989,34.16847520694717
18565,2,ETA,IVY,493.6595676548029,-5.866464391805835,34.708816992096956
18566,2,ETA,IVY,493.609121630146,-5.49762513407768,35.24915877724674
18567,2,ETA,IVY,493.55867560548904,-5.128785876349525,35.789500562396526
18568,2,ETA,IVY,493.5082295808321,-4.75994661862137,36.32984234754631
18569,2,ETA,IVY,493.4577835561752,-4.391107360893216,36.870184132696096
18570,2,ETA,IVY,493.40733753151824,-4.022268103165061,37.41052591784588
18571,2,ETA,IVY,493.3568915068613,-3.6534288454369066,37.950867702995666
18572,2,ETA,IVY,493.30644548220437,-3.2845895877087523,38.49120948814545
18573,2,ETA,IVY,493.25599945754743,-2.915750329980598,39.031551273295236
18574,2,ETA,IVY,493.2055534328905,-2.5469110722524437,39.57189305844502
18575,2,ETA,IVY,493.15510740823356,-2.1780718145242894,40.112234843594806
18576,2,ETA,IVY,493.1046613835766,-1.8092325567961351,40.65257662874459
18577,2,ETA,IVY,493.0542153589197,-1.4403932990679809,41.192918413894375
18578,2,ETA,IVY,493.00376933426276,-1.0715540413398266,41.73326019904416
18579,2,ETA,IVY,492.9533233096058,-0.7027147836116723,42.273601984193945
18580,2,ETA,IVY,492.9028772849489,-0.33387552588351793,42.81394376934373
18581,2,ETA,IVY,492.85243126029195,0.034963731844636414,43.354285554493515
18582,2,ETA,IVY,492.801985235635,0.40380298957279076,43.8946273396433
18583,2,ETA,IVY,492.7515392109781,0.7726422473009451,44.434969124793085
18584,2,ETA,IVY,492.70109318632115,1.1414815050290994,44.97531090994287
18585,2,ETA,IVY,492.6506471616642,1.5103207627572537,45.515652695092655
18586,2,ETA,IVY,492.6002011370073,1.879160020485408,46.05599448024244
18587,2,ETA,IVY,492.54975511235034,2.2479992782135625,46.596336265392225
18588,2,ETA,IVY,492.4993090876934,2.616838535941717,47.13667805054201
18589,2,ETA,IVY,492.44886306303647,2.985677793669871,47.677019835691794
18590,2,ETA,IVY,492.39841703837953,3.3545170513980254,48.21736162084158
18591,2,ETA,IVY,492.3479710137226,3.7233563091261797,48.757703405991364
18592,2,ETA,IVY,492.29752498906566,4.092195566854334,49.29804519114115
18593,2,ETA,IVY,492.24707896440873,4.461034824582489,49.838386976290934
18594,2,ETA,IVY,492.1966329397518,4.829874082310644,50.37872876144072
18595,2,ETA,IVY,492.14618691509486,5.198713340038799,50.919070546590504
18596,2,ETA,IVY,492.0957408904379,5.567552597766953,51.45941233174029
18597,2,ETA,IVY,492.045294865781,5.936391855495108,51.999754116890074
18598,2,ETA,IVY,491.99484884112405,6.305231113223263,52.54009590203986
18599,2,ETA,IVY,491.9444028164671,6.6740703709514175,53.080437687189644
18600,2,ETA,IVY,491.8939567918102,7.042909628679572,53.62077947233943
18601,2,ETA,IVY,491.84351076715325,7.411748886407727,54.161121257489214
18602,2,ETA,IVY,491.7930647424963,7.780588144135882,54.701463042639
18603,2,ETA,IVY,491.7426187178394,8.149427401864036,55.24180482778878
18604,2,ETA,IVY,491.69217269318244,8.518266659592191,55.78214661293857
18605,2,ETA,IVY,491.6417266685255,8.887105917320346,56.32248839808835
18606,2,ETA,IVY,491.5912806438686,9.2559451750485,56.86283018323814
18607,2,ETA,IVY,491.54083461921164,9.624784432776655,57.40317196838792
18608,2,ETA,IVY,491.4903885945547,9.99362369050481,57.94351375353771
18609,2,ETA,IVY,491.43994256989777,10.362462948232965,58.48385553868749
18610,2,ETA,IVY,491.38949654524083,10.73130220596112,59.02419732383728
18611,2,ETA,IVY,491.3390505205839,11.100141463689274,59.56453910898706
18612,2,ETA,IVY,491.28860449592696,11.468980721417429,60.10488089413685
18613,2,ETA,IVY,491.23815847127,11.837819979145584,60.64522267928663
18614,2,ETA,IVY,491.1877124466131,12.206659236873739,61.18556446443642
18615,2,ETA,IVY,491.13726642195616,12.575498494601893,61.7259062495862
18616,2,ETA,IVY,491.0868203972992,12.944337752330048,62.26624803473599
18617,2,ETA,FOX,494.6957033049786,-10.511063879981833,27.372529973751686
18618,2,ETA,FOX,495.02559460995724,-9.991913759963666,27.601027947503372
18619,2,ETA,FOX,495.35548591493585,-9.472763639945498,27.82952592125506
18620,2,ETA,FOX,495.68537721991447,-8.95361351992733,28.058023895006745
18621,2,ETA,FOX,496.0152685248931,-8.434463399909163,28.28652186875843
18622,2,ETA,FOX,496.3451598298717,-7.915313279890995,28.515019842510117
18623,2,ETA,FOX,496.6750511348503,-7.3961631598728275,28.743517816261804
18624,2,ETA,FOX,497.00494243982894,-6.87701303985466,28.97201579001349
18625,2,ETA,FOX,497.33483374480755,-6.357862919836492,29.200513763765176
18626,2,ETA,FOX,497.66472504978617,-5.838712799818325,29.429011737516863
18627,2,ETA,FOX,497.9946163547648,-5.319562679800157,29.65750971126855
18628,2,ETA,FOX,498.3245076597434,-4.800412559781989,29.886007685020235
18629,2,ETA,FOX,498.654398964722,-4.281262439763822,30.11450565877192
18630,2,ETA,FOX,498.98429026970064,-3.7621123197456545,30.343003632523608
18631,2,ETA,FOX,499.31418157467925,-3.2429621997274873,30.571501606275294
18632,2,ETA,FOX,499.64407287965787,-2.72381207970932,30.79999958002698
18633,2,ETA,FOX,499.9739641846365,-2.204661959691153,31.028497553778667
18634,2,ETA,FOX,500.3038554896151,-1.6855118396729858,31.256995527530353
18635,2,ETA,FOX,500.6337467945937,-1.1663617196548186,31.48549350128204
18636,2,ETA,FOX,500.96363809957234,-0.6472115996366513,31.713991475033726
18637,2,ETA,FOX,501.29352940455095,-0.12806147961848402,31.942489448785413
18638,2,ETA,FOX,501.62342070952957,0.3910886403996833,32.170987422537095
18639,2,ETA,FOX,501.9533120145082,0.9102387604178506,32.39948539628878
18640,2,ETA,FOX,502.2832033194868,1.4293888804360178,32.62798337004047
18641,2,ETA,FOX,502.6130946244654,1.948539000454185,32.856481343792154
18642,2,ETA,FOX,502.94298592944403,2.467689120472352,33.08497931754384
18643,2,ETA,FOX,503.27287723442265,2.9868392404905193,33.31347729129553
18644,2,ETA,FOX,503.60276853940127,3.5059893605086865,33.54197526504721
